Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - Occupied floor area (%),Not functionally suitable - Patient occupied floor area (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),Total Waste Cost (£),High Temperature Disposal Waste Weight (Tonnes),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Preparing for re-use volume (Tonnes),Other recovery volume (Tonnes),Waste recycling volume (Tonnes),"Waste recycling, recovery and preparing for re-use cost (£)",Patient/Visitor concession scheme provided (Yes/No),Total parking spaces available (No.),Designated parking spaces available for patients/visitors (No.),Designated disabled parking spaces (No.),Designated parking spaces available for staff (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for Staff parking (£),Do you charge for disabled parking (Yes/No/None),Cost of feeding one in-patient per day (patient meal day) (£),Ward food waste - unserved meals (%),Total in-patient main meals requested (No.),Gross cost of in-patient services (£)
NR5,PLYMOUTH COMMUNITY HEALTHCARE (CIC),SOUTH WEST STRATEGIC HEALTH AUTHORITY,SOCIAL ENTERPRISE,NR527,MOUNT GOULD HOSPITAL,COMMUNITY HOSPITAL,23475.00,23475.00,100.00,54930.00,10537.00,6.14,8544.00,10221.00,0.00,0.00,0.00,116.00,100.00,40.00,42.00,41.96,5.07,7.43,12.34,20.30,1.20,0.00,11.70,100.00,0.00,436496.00,174593.00,10796.00,622.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1993294.00,3549323.00,0.00,0.00,621492.00,0.00,0.00,348323.00,0.00,308887.00,14142.00,55493.00,43099.00,42.49,0.00,42.49,21.85,0.00,0.00,0.04,0.00,No,521.00,15.00,24.00,0.00,0.00,0.00,No,8.24,11.00,107805.00,296464.00
NR5,PLYMOUTH COMMUNITY HEALTHCARE (CIC),SOUTH WEST STRATEGIC HEALTH AUTHORITY,SOCIAL ENTERPRISE,NR535,PLYM BRIDGE HOUSE,COMMUNITY HOSPITAL,1548.00,1548.00,100.00,3560.00,1474.00,0.83,1030.00,518.00,0.00,0.00,0.00,12.00,12.00,12.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126462.00,397951.00,0.00,0.00,0.00,0.00,0.00,31615.00,0.00,47745.00,1314.00,6879.00,1630.00,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,No,27.00,0.00,2.00,0.00,0.00,0.00,No,8.24,0.00,9906.00,27242.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,10586.00,9573.00,100.00,33407.00,8065.00,3.29,2382.00,5465.00,4.75,4.20,5.50,13.00,10.00,0.00,9.00,8.57,14.29,17.14,17.14,17.14,14.29,2.86,8.57,100.00,0.00,71754.00,629619.00,501429.00,127911.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,597315.00,1827196.00,106.00,0.00,0.00,51683.00,0.00,1909.00,0.00,157899.00,4450.00,19745.00,49786.00,9.83,0.00,244.65,0.00,0.00,0.00,55.17,11156.00,No,310.00,149.00,18.00,143.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A1C,WOODSIDE,SUPPORT FACILITY,968.00,968.00,100.00,2419.00,0.00,0.00,0.00,733.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46416.00,230976.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7854.00,429.00,1306.00,1505.00,0.00,0.00,1.76,0.00,0.00,0.00,0.72,1250.00,No,40.00,0.00,0.00,40.00,0.00,0.00,None,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A1P,EVESHAM COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,8762.00,8762.00,100.00,24717.00,10054.00,2.72,4376.00,3617.00,59.18,55.46,5.98,71.00,63.00,6.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,182.00,1487460.00,1108684.00,865091.00,1606439.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,697058.00,2787396.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173628.00,9865.00,26985.00,32883.00,11.41,0.00,91.72,1.81,0.00,0.00,36.80,4020.00,No,202.00,122.00,6.00,74.00,0.50,0.00,Yes,8.54,2.00,75654.00,215404.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A1R,COVERCROFT,TREATMENT CENTRE,635.00,635.00,100.00,1524.00,663.00,0.07,94.00,372.00,15.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34364.00,112026.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9064.00,286.00,1238.00,402.00,0.00,0.00,1.15,0.00,0.00,0.00,0.35,235.00,No,14.00,8.00,0.00,6.00,1.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A1T,DROITWICH MEDICAL CENTRE,GP PROPERTY,902.00,902.00,100.00,2033.00,270.00,0.07,164.00,552.00,0.00,0.00,5.82,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53687.00,175016.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14160.00,446.00,1935.00,4122.00,1.94,0.00,1.80,0.00,0.00,0.00,0.50,142.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A1V,WATERSIDE MENTAL HEALTH DAY HOSPITAL,TREATMENT CENTRE,706.00,706.00,100.00,1740.00,353.00,0.57,360.00,155.00,20.00,20.00,19.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,26978.00,9922.00,38000.00,28524.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13499.00,53979.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,3500.00,191.00,523.00,732.00,0.00,0.00,1.78,0.00,0.00,0.00,0.78,393.00,No,10.00,6.00,0.00,4.00,0.00,0.00,None,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A22,KEITH WINTER CLOSE MH UNIT,SHORT TERM NON-ACUTE HOSPITAL,699.00,699.00,100.00,1715.00,431.00,0.90,547.00,53.00,65.00,65.00,0.00,12.00,10.00,0.00,12.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,32360.00,23068.00,1732.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47874.00,203043.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13494.00,1499.00,3749.00,576.00,0.13,0.00,3.21,0.00,0.00,0.00,0.14,24.00,No,14.00,8.00,1.00,5.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A37,ORCHARD PLACE,TREATMENT CENTRE,1265.00,1265.00,100.00,3402.00,454.00,0.24,644.00,370.00,20.00,20.00,6.12,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4500.00,39243.00,1562.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46522.00,153185.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10769.00,470.00,1677.00,1910.00,0.17,0.00,6.55,0.00,0.00,0.00,1.79,325.00,No,37.00,22.00,0.00,15.00,0.00,0.00,None,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A45,CROSSGATE HOUSE,SUPPORT FACILITY,890.00,890.00,100.00,2202.00,476.00,0.15,0.00,680.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,200.00,3500.00,1863.00,423.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48155.00,156984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12701.00,400.00,1735.00,4937.00,1.24,0.00,3.28,0.00,0.00,0.00,1.35,1761.00,No,16.00,0.00,0.00,16.00,0.00,0.00,None,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A46,SMALLWOOD HOUSE,TREATMENT CENTRE,1715.00,1715.00,100.00,4288.00,1263.00,0.42,1171.00,359.00,75.00,75.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,720.00,452911.00,145463.00,29214.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150384.00,641234.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36739.00,640.00,1752.00,1910.00,1.59,0.00,6.43,0.00,0.00,0.00,1.79,325.00,No,54.00,32.00,1.00,21.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A49,HILL CREST MH UNIT,SHORT TERM NON-ACUTE HOSPITAL,2409.00,2409.00,100.00,5875.00,2046.00,1.92,1462.00,730.00,10.00,10.00,7.76,18.00,17.00,3.00,15.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117946.00,859342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45469.00,1416.00,3419.00,2047.00,1.23,0.00,6.55,0.00,0.00,0.00,3.50,804.00,No,58.00,32.00,4.00,22.00,0.00,0.00,No,13.81,7.00,18858.00,86819.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A59,KIDDERMINSTER HEALTH CENTRE,TREATMENT CENTRE,1880.00,1880.00,100.00,4511.00,1456.00,0.67,414.00,981.00,70.00,70.00,13.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,39602.00,499264.00,211999.00,62546.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140942.00,360101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32821.00,2838.00,10320.00,7981.00,2.35,0.00,12.01,0.00,0.00,0.00,3.64,661.00,No,54.00,0.00,2.00,52.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1A97,PROPSPECT VIEW MEDICAL CENTRE,GP PROPERTY,713.00,713.00,100.00,1783.00,254.00,0.03,211.00,412.00,0.00,0.00,15.83,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42459.00,138413.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11198.00,447.00,1637.00,319.00,0.00,0.00,1.43,0.00,0.00,0.00,0.40,112.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1AA2,ELGAR ANNEXE WORKSHOPS,TREATMENT CENTRE,613.00,613.00,100.00,1685.00,613.00,0.11,473.00,23.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,3800.00,99264.00,61018.00,23835.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21030.00,156098.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14682.00,68.00,2065.00,603.00,0.00,0.00,1.98,0.00,0.00,0.00,1.09,268.00,No,8.00,4.00,1.00,3.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1AAG,MOOR STREET CLINIC,TREATMENT CENTRE,834.00,834.00,100.00,2168.00,248.00,0.07,441.00,255.00,65.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,500.00,123343.00,96222.00,8342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89353.00,165737.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16901.00,502.00,1885.00,6487.00,3.92,0.00,6.31,0.00,0.00,0.00,1.63,589.00,No,16.00,9.00,1.00,6.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1AAH,EVESHAM MEDICAL CENTRE,TREATMENT CENTRE,681.00,681.00,100.00,1904.00,66.00,0.01,258.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28193.00,61089.00,0.00,0.00,0.00,0.00,0.00,3484.00,0.00,12093.00,163.00,1196.00,305.00,0.00,0.00,1.36,0.00,0.00,0.00,0.38,107.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1AAN,TENBURY COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,1917.00,1917.00,100.00,5902.00,1847.00,0.39,1130.00,591.00,5.00,5.00,0.00,17.00,15.00,3.00,0.00,30.56,0.00,0.00,0.00,0.00,0.00,0.00,69.44,100.00,0.00,4500.00,161623.00,108114.00,20367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152221.00,155362.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21511.00,1924.00,4838.00,7514.00,2.44,0.00,16.57,0.00,0.00,0.00,3.65,891.00,No,52.00,30.00,4.00,18.00,0.00,0.00,Yes,15.56,3.00,17133.00,88884.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1AAT,MERRIMANS HILL MENTAL HEALTH RESOURCE CENTRE,TREATMENT CENTRE,578.00,578.00,100.00,1517.00,317.00,0.13,12.00,438.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,4000.00,1291.00,20522.00,4991.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32874.00,75168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6951.00,623.00,2282.00,827.00,0.05,0.00,1.94,0.00,0.00,0.00,1.09,268.00,No,19.00,10.00,2.00,7.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1AAV,CROMWELL HOUSE,SHORT TERM NON-ACUTE HOSPITAL,436.00,436.00,100.00,1059.00,170.00,0.05,335.00,21.00,0.00,0.00,0.00,10.00,9.00,0.00,10.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30310.00,104276.00,0.00,0.00,0.00,0.00,0.00,3368.00,0.00,10255.00,769.00,1497.00,872.00,0.00,0.00,0.81,0.00,0.00,0.00,1.74,704.00,No,5.00,1.00,1.00,3.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ACC,BROOK HAVEN (MENTAL HEALTH UNIT),TREATMENT CENTRE,1438.00,561.00,100.00,2724.00,1650.00,1.09,21.00,466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56285.00,113986.00,0.00,0.00,0.00,0.00,0.00,6254.00,0.00,8596.00,314.00,775.00,904.00,1.02,0.00,2.71,0.00,0.00,0.00,0.84,482.00,No,4.00,2.00,0.00,2.00,0.16,0.00,None,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ACD,CHURCHVIEW HOUSE,SHORT TERM NON-ACUTE HOSPITAL,642.00,642.00,100.00,1774.00,703.00,0.88,492.00,86.00,10.01,10.01,0.00,10.00,8.00,0.00,10.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,13500.00,30763.00,1341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56364.00,336047.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16116.00,787.00,1944.00,1182.00,2.57,0.00,6.79,0.00,0.00,0.00,1.88,126.00,No,5.00,3.00,0.00,2.00,0.00,0.00,None,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ACF,NEW BROOK,TREATMENT CENTRE,640.00,640.00,100.00,1774.00,702.00,0.65,85.00,472.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,2500.00,500.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35050.00,163249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14602.00,84.00,422.00,210.00,0.46,0.00,1.21,0.00,0.00,0.00,0.33,22.00,No,5.00,3.00,0.00,2.00,0.00,0.00,None,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ACG,PRINCESS OF WALES HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,7530.00,7530.00,100.00,20989.00,4537.00,2.15,4351.00,2296.00,4.54,5.37,9.43,73.00,62.00,8.00,9.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,5500.00,101643.00,196099.00,15767.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1273168.00,2578340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182910.00,7097.00,17538.00,13081.00,23.34,0.00,61.26,1.02,0.00,0.00,17.26,2594.00,Yes,227.00,146.00,13.00,120.00,0.16,0.00,Yes,10.64,4.00,70563.00,250348.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ACM,"LUCY BALDWIN UNIT, (F BLOCK)",TREATMENT CENTRE,935.00,935.00,100.00,2618.00,935.00,0.10,142.00,518.00,0.00,0.00,3.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,92005.00,43822.00,1504.00,94271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29335.00,68650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5007.00,190.00,425.00,204.00,0.00,0.00,0.95,0.00,0.00,0.00,0.35,63.00,No,0.00,0.00,0.00,0.00,1.03,0.03,Yes,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ACN,THE ROBERTSON CENTRE,SHORT TERM NON-ACUTE HOSPITAL,3367.00,3367.00,100.00,8433.00,1879.00,0.19,1856.00,805.00,15.00,15.00,1.60,36.00,29.00,0.00,10.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,6000.00,559257.00,45457.00,43795.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,578817.00,1354550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98805.00,3746.00,8384.00,6908.00,2.60,0.00,18.71,0.00,0.00,0.00,7.38,3815.00,Yes,24.00,13.00,2.00,9.00,1.03,0.03,Yes,8.17,6.00,35310.00,96181.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ACW,PERSHORE HOSPITAL,COMMUNITY HOSPITAL,1995.00,1995.00,100.00,5006.00,309.00,0.14,1398.00,303.00,0.00,0.00,0.00,26.00,22.00,10.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,291886.00,595648.00,0.00,0.00,0.00,0.00,0.00,32432.00,0.00,74945.00,2324.00,5799.00,7108.00,2.42,0.00,9.15,0.00,0.00,0.00,2.11,1927.00,No,15.00,13.00,2.00,0.00,1.00,0.00,Yes,8.96,2.00,25164.00,75183.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ACY,OSBORNE COURT,SHORT TERM NON-ACUTE HOSPITAL,1918.00,1469.00,100.00,4604.00,2268.00,0.82,1165.00,181.00,15.29,0.00,17.28,9.00,9.00,0.00,9.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,56000.00,138623.00,7297.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156966.00,752987.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31743.00,1213.00,3628.00,4410.00,0.21,0.00,17.72,0.00,0.00,0.00,3.64,661.00,No,28.00,16.00,1.00,11.00,0.00,0.00,No,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ADA,ROWAN HOUSE EMI FACILITY & DAY HOSPITAL,TREATMENT CENTRE,645.00,645.00,100.00,1728.00,701.00,0.27,120.00,429.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37280.00,104919.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9142.00,371.00,893.00,796.00,0.04,0.00,1.98,0.00,0.00,0.00,1.09,268.00,No,26.00,16.00,0.00,10.00,0.00,0.00,None,0.00,0.00,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,R1ADC,MALVERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,5820.00,5820.00,100.00,7833.00,2674.00,1.12,2500.00,2771.00,0.00,0.00,20.00,24.00,23.00,12.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,251.00,13.00,1.00,33.00,343576.00,137098.00,123000.00,0.00,0.00,553282.00,1284890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169342.00,2659.00,12884.00,15473.00,3.88,0.00,40.62,0.00,0.00,0.00,7.38,1838.00,No,114.00,75.00,10.00,29.00,0.40,0.00,Yes,12.15,3.00,25164.00,101923.00
