Trust Code,Trust Name,Old Commissioning Region,New Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leasehold Type,Post Code,Depreciation (£),PDC (£),Leases (£),Rent and Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Retail sales area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged (kWh),How many kWh were discharged to use (kWh),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),Water and sewerage cost (£),Water volume (including borehole) (m³),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),WEEE waste cost (£),WEEE waste volume (Tonnes),Other waste costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Inpatient food service cost (£),Inpatient main meals requested (No.),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Onsite laundry (Select),Portering service cost (£),Portering staff (WTE)
RT2,PENNINE CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT204,BIRCH HILL HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,OL12 9QB,375846.00,833576.00,0.00,75922.00,0.00,0.00,Not Applicable,317861.00,10462.00,61369.00,37045.00,242590.00,13309.00,12286.00,100.00,30972.00,4.08,0.00,7169.00,5117.00,0.00,0.00,0.00,41.00,0.00,1.00,1644.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,32.00,0.00,0.00,0.00,282000.00,530000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,127904.00,1209764.00,95224.00,4450951.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66579.00,16756.00,633.00,0.77,3040.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,8865.00,56.00,1532.00,7.04,0.00,0.00,15189.00,94.84,0.00,0.00,237.00,0.60,1458.00,0.00,177.00,10.00,0.00,0.00,0.00,No,452075.00,16.57,394504.00,112785.00,30971.00,77437.00,1. Full service – Contracted,No,140484.00,6.27
RT2,PENNINE CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT205,STEPPING HILL HOSPITAL,6. Mental Health and Learning Disabilities,4. SLA/lease from NHS,1. Leased and fully serviced by the Trust,SK2  7JE,163275.00,289161.00,0.00,60638.00,0.00,0.00,0.00,155135.00,5106.00,29952.00,18080.00,118399.00,10630.00,10112.00,100.00,26710.00,Not Applicable,Not Applicable,6729.00,3383.00,0.00,0.00,0.00,76.00,0.00,0.00,820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,8.00,0.00,0.00,0.00,155000.00,62000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55807.00,485685.00,3230.00,120091.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26566.00,711000.00,0.00,0.00,37157.00,9999.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,237.00,0.60,1458.00,0.00,0.00,0.00,0.00,0.00,0.00,None,304133.00,11.85,210881.00,79856.00,33864.00,82430.00,1. Full service – Contracted,No,36257.00,1.42
RT2,PENNINE CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT208,THE MEADOWS (OLD AGE PSYCHIATRY UNIT),7. Community hospital (with inpatient beds),9. Leased from commercial organisation - lease less than 99 years,3. Leased and part serviced,SK2  5EQ,26503.00,9709.00,1539662.00,3115.00,0.00,0.00,0.00,94414.00,3108.00,18228.00,11003.00,72056.00,3943.00,3943.00,0.00,9542.00,Not Applicable,Not Applicable,3272.00,671.00,0.00,0.00,0.00,70.00,0.00,20.00,487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,12000.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,70.00,0.22,6142.00,19.48,0.00,0.00,Not Applicable,Not Applicable,6489.00,40.11,1431.00,8.85,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,237.00,0.60,1458.00,0.00,87.00,6.00,0.00,0.00,0.00,No,112890.00,5.94,197765.00,62415.00,23036.00,76253.00,1. Full service – Contracted,No,20837.00,0.95
RT2,PENNINE CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT210,HEATHFIELD HOUSE,7. Community hospital (with inpatient beds),5. SLA/lease from public sector,1. Leased and fully serviced by the Trust,SK2  6RA,0.00,0.00,26604.00,12021.00,0.00,0.00,0.00,42209.00,1389.00,8149.00,4919.00,32213.00,1756.00,1611.00,0.00,4261.00,Not Applicable,Not Applicable,905.00,706.00,0.00,0.00,0.00,6.00,0.00,0.00,326.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,14000.00,57000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,14808.00,121775.00,11098.00,320012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10913.00,1898.00,613.00,0.33,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,1012.00,5.74,0.00,0.00,0.00,0.00,1552.00,9.83,Not Applicable,Not Applicable,237.00,0.60,1458.00,0.00,35.00,2.00,0.00,0.00,0.00,No,85196.00,3.32,60707.00,23000.00,5536.00,13479.00,1. Full service – Contracted,No,9435.00,0.37
RT2,PENNINE CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT242,"RHODES PLACE, OLDHAM",7. Community hospital (with inpatient beds),9. Leased from commercial organisation - lease less than 99 years,3. Leased and part serviced,OL4  5PP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13329.00,439.00,2573.00,1553.00,10173.00,559.00,517.00,100.00,1278.00,Not Applicable,Not Applicable,435.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,190.00,0.11,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,782.00,4.26,0.00,0.00,0.00,0.00,1496.00,8.15,Not Applicable,Not Applicable,237.00,0.60,1458.00,0.00,6.00,2.00,0.00,0.00,0.00,No,27198.00,0.94,49031.00,8760.00,0.00,0.00,4. No service,Not Applicable,0.00,0.00
RT2,PENNINE CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT243,STANSFIELD PLACE,7. Community hospital (with inpatient beds),9. Leased from commercial organisation - lease less than 99 years,3. Leased and part serviced,OL16 5PX,0.00,0.00,77000.00,1763.00,0.00,0.00,0.00,17217.00,567.00,3324.00,2007.00,13140.00,717.00,665.00,0.00,1664.00,Not Applicable,Not Applicable,599.00,66.00,0.00,0.00,0.00,0.00,0.00,1.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,36000.00,36000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5693.00,48300.00,6804.00,190999.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3844.00,1309.00,468.00,0.02,369.00,0.15,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,487.00,3.08,0.00,0.00,0.00,0.00,931.00,5.90,Not Applicable,Not Applicable,237.00,0.60,1458.00,0.00,14.00,2.00,0.00,0.00,0.00,No,35922.00,1.33,45952.00,13140.00,4669.00,11668.00,1. Full service – Contracted,No,16374.00,0.73
RT2,PENNINE CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT2C1,BUTLER GREEN,7. Community hospital (with inpatient beds),5. SLA/lease from public sector,1. Leased and fully serviced by the Trust,OL9 8LG,0.00,0.00,69999.00,7399.00,0.00,0.00,0.00,37210.00,1225.00,7184.00,4337.00,28399.00,1556.00,1461.00,100.00,3688.00,Not Applicable,Not Applicable,1194.00,267.00,0.00,0.00,0.00,53.00,0.00,0.00,94.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,18000.00,30000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,16353.00,131886.00,13396.00,291222.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12399.00,2883.00,391.00,0.79,544.00,1.10,3244.00,6.56,Not Applicable,Not Applicable,0.00,0.00,2183.00,11.98,0.00,0.00,0.00,0.00,3027.00,19.16,Not Applicable,Not Applicable,237.00,0.60,1458.00,0.00,6.00,3.00,0.00,0.00,0.00,No,91064.00,2.53,107238.00,30660.00,8761.00,26554.00,1. Full service – Contracted,No,0.00,0.00
RT2,PENNINE CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT2C3,BEALEY COMMUNITY,7. Community hospital (with inpatient beds),1. Freehold,,M26 2QD,18639.00,44324.00,0.00,8400.00,0.00,0.00,Not Applicable,19068.00,628.00,3681.00,2222.00,14553.00,797.00,721.00,100.00,2270.00,0.58,0.00,588.00,133.00,0.00,0.00,0.00,8.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,25000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,9078.00,80206.00,7255.00,245782.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18169.00,4781.00,806.00,0.27,760.00,1.26,0.00,0.00,0.00,0.00,0.00,0.00,1112.00,5.38,0.00,0.00,0.00,0.00,1552.00,9.83,0.00,0.00,237.00,0.60,1458.00,0.00,17.00,0.00,0.00,0.00,0.00,None,39920.00,1.85,36711.00,19604.00,11688.00,27524.00,1. Full service – Contracted,No,39440.00,1.72
RT2,PENNINE CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT2ORS,OTHER REPORTABLE SITES,Other Reportable Site,,,OL6 9RW,323413.00,706427.00,937396.00,667801.00,0.00,0.00,0.00,551490.00,18152.00,106475.00,64273.00,420894.00,23381.00,20730.00,0.00,54693.00,Not Applicable,Not Applicable,9432.00,11298.00,0.00,0.00,0.00,84.00,346.00,456.00,7506.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55000.00,200000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,343395.00,1877420.00,131833.00,2741369.00,20059.00,261586.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55331.00,14696.00,4339.00,4.14,10804.00,10.31,1006.00,0.96,0.00,0.00,0.00,0.00,18410.00,94.38,0.00,0.00,0.00,0.00,21265.00,126.65,0.00,0.00,237.00,0.60,1458.00,22833.00,312.00,30.00,0.00,0.00,0.00,No,585931.00,24.43,0.00,0.00,7470.00,22634.00,1. Full service – Contracted,No,35430.00,1.38
RT3,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,ACUTE - SPECIALIST,RT301,HAREFIELD HOSPITAL,2. Specialist hospital (acute only),1. Freehold,,UB9  6JH,4350000.00,2700000.00,0.00,430920.00,107520.00,0.00,Not Applicable,1283980.00,25465.00,104045.00,145475.00,2313910.00,33890.00,32490.00,100.00,87620.00,19.14,0.00,18675.00,13815.00,1415.00,585.00,80.00,480.00,85.00,350.00,1130.00,1170.00,3860.00,0.00,38.00,9.50,6.00,3.00,24.00,39.00,0.00,564000.00,3309000.00,1068000.00,1260000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1038545.00,7089785.00,412290.00,12163005.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93910.00,67625.00,24375.00,59.87,36520.00,122.51,29128.00,149.08,0.00,0.00,0.00,0.00,2800.00,64.53,10420.00,3.32,0.00,0.00,38165.00,242.40,0.00,0.00,0.00,0.00,34970.00,2394.00,580.00,30.00,0.00,1.70,0.00,No,1402175.00,66.00,1296340.00,133180.00,269125.00,993040.00,1. Full service – Contracted,No,736675.00,20.00
RT3,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,ACUTE - SPECIALIST,RT302,ROYAL BROMPTON HOSPITAL,2. Specialist hospital (acute only),1. Freehold,,SW3  6NP,5880000.00,3300000.00,0.00,953285.00,201480.00,0.00,Not Applicable,1837070.00,25000.00,238895.00,265845.00,3408960.00,49600.00,49365.00,100.00,121660.00,2.03,0.00,29920.00,19420.00,2650.00,2125.00,150.00,260.00,310.00,600.00,1440.00,1045.00,1250.00,25.00,44.00,13.00,0.00,3.00,72.00,35.00,0.00,4555000.00,5627000.00,1702000.00,50000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1491980.00,10270560.00,459910.00,12253330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165215.00,86565.00,48960.00,120.20,39145.00,131.30,30785.00,158.17,0.00,0.00,0.00,0.00,20610.00,114.00,5605.00,6.55,0.00,0.00,79260.00,338.41,0.00,0.00,3375.00,3.00,84270.00,100000.00,95.00,5.00,0.00,0.00,0.00,No,2270730.00,76.00,1861440.00,219755.00,537540.00,1098170.00,1. Full service – Contracted,No,947960.00,24.00
RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT521,BELVOIR INTENSIVE CARE UNIT,4. Mental Health (including Specialist services),1. Freehold,,LE3  9QP,87835.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,250.00,0.00,867.00,0.00,2290.00,1083.00,1083.00,100.00,2443.00,0.70,0.35,970.00,113.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,25.00,28.00,0.00,0.00,10.00,0.00,0.00,71969.00,0.00,81157.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,32096.00,227620.00,27731.00,982497.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9500.00,2802.00,55.00,0.09,375.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,1327.00,8.23,0.00,0.00,0.00,0.00,1470.00,3.99,0.00,0.00,0.00,0.00,0.00,0.00,73.00,0.00,0.00,0.00,0.00,None,89859.00,4.97,33673.00,10950.00,10356.00,4160.00,1. Full service – Contracted,No,0.00,0.00
RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT598,THE BENNION CENTRE (ELDERLY),4. Mental Health (including Specialist services),1. Freehold,,LE3  9DZ,0.00,319870.00,0.00,4139.00,0.00,0.00,Not Applicable,74200.00,277.00,9637.00,0.00,40613.00,3813.00,3813.00,100.00,8602.00,1.12,0.34,3468.00,345.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,25.00,28.00,0.00,0.00,9.00,4.00,0.00,46112.00,0.00,6288.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,49140.00,353820.00,35259.00,1249191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11500.00,7088.00,366.00,0.57,2501.00,3.87,0.00,0.00,0.00,0.00,0.00,0.00,2732.00,18.61,0.00,0.00,0.00,0.00,1712.00,19.85,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,No,247494.00,13.39,276366.00,58905.00,7541.00,25584.00,1. Full service – Contracted,No,0.00,0.00
RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT5FK,THE WILLOWS,4. Mental Health (including Specialist services),1. Freehold,,LE5  0LE,199921.00,57750.00,0.00,2070.00,0.00,0.00,Not Applicable,96166.00,2475.00,2314.00,0.00,20045.00,2247.00,2247.00,100.00,5069.00,1.65,1.17,2182.00,65.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,25.00,26.00,0.00,0.00,9.00,27.00,0.00,79250.00,0.00,45000.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,26833.00,224910.00,28730.00,888766.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14805.00,2897.00,653.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3890.00,24.14,0.00,0.00,0.00,0.00,2114.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,50.00,1.00,0.00,0.00,0.00,No,279042.00,9.81,113182.00,41724.00,25754.00,17072.00,1. Full service – Contracted,No,0.00,0.00
RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT5KE,STEWART HOUSE,4. Mental Health (including Specialist services),1. Freehold,,LE19 4LN,102732.00,147000.00,0.00,2080.00,0.00,0.00,Not Applicable,68987.00,3479.00,3798.00,0.00,13295.00,2998.00,2998.00,100.00,6763.00,4.61,3.83,2625.00,373.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,15.00,17.00,0.00,0.00,52.00,0.00,0.00,84562.00,0.00,1500.00,3800.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,36212.00,290566.00,31650.00,1150584.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21759.00,9985.00,3126.00,5250.00,8.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2722.00,12.75,0.00,0.00,0.00,0.00,3912.00,11.70,0.00,0.00,0.00,0.00,0.00,0.00,62.00,2.00,0.00,0.00,0.00,No,170491.00,5.46,180711.00,41427.00,17792.00,50960.00,3. Hybrid,Yes,0.00,0.00
RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT5KF,THE BRADGATE MENTAL HEALTH UNIT,4. Mental Health (including Specialist services),1. Freehold,,LE3  9EJ,1017421.00,203422.00,0.00,248102.00,0.00,0.00,Not Applicable,324766.00,8876.00,14081.00,0.00,587890.00,10413.00,10413.00,100.00,23492.00,2.95,1.37,9092.00,1321.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,40.00,46.00,0.00,0.00,49.00,18.00,0.00,314300.00,0.00,440000.00,250000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,203802.00,1506150.00,118119.00,3330763.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43603.00,33000.00,9500.00,852.00,1.33,5834.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,5442.00,30.03,0.00,0.00,0.00,0.00,4422.00,71.88,0.00,0.00,0.00,0.00,0.00,0.00,359.00,9.00,0.00,0.00,0.00,No,1003647.00,31.86,1132828.00,126750.00,79373.00,213000.00,1. Full service – Contracted,No,46003.00,2.00
RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RT5KT,EVINGTON CENTRE,4. Mental Health (including Specialist services),1. Freehold,,LE5  4QF,698148.00,67900.00,0.00,71858.00,0.00,0.00,Not Applicable,96313.00,713.00,22150.00,0.00,124746.00,6006.00,6006.00,100.00,13550.00,1.94,0.83,5299.00,707.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,30.00,32.00,0.00,0.00,54.00,6.00,0.00,169250.00,0.00,15000.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,85219.00,658781.00,8571.00,241834.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20213.00,7963.00,673.00,0.22,13626.00,25.23,0.00,0.00,0.00,0.00,0.00,0.00,8023.00,42.73,0.00,0.00,0.00,0.00,3330.00,2896.00,0.00,0.00,0.00,0.00,0.00,0.00,89.00,4.00,0.00,0.00,0.00,None,274573.00,14.85,542344.00,82335.00,99171.00,172432.00,3. Hybrid,Not Applicable,52458.00,1.00
