Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Hard FM (Estates) costs (£),Soft FM (Hotel Services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Income from services provided to other organisations (£),Gross internal site floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Un-utilised space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to present (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),CHP units operated on the site (No.),Full load rating of the electrical generator plant (kW),Fossil energy input to the CHP system/s (kWh),Thermal energy output of the CHP system/s (kWh),Electrical energy output of the CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy cost (all energy supplies) (£),Electricity consumed - utility (kWh),Gas consumed - utility (kWh),Oil  consumed - utility (kWh),Coal consumed - utility (kWh),Electricity consumed - local (kWh),Steam consumed - local (kWh),Hot water consumed - local (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Water and sewage cost (£),Water volume (including borehole) (m³),Waste cost (£),Preparing for re-use volume (Tonnes),Waste recycling volume (Tonnes),Other recovery volume (Tonnes),High temperature disposal waste weight (Tonnes),High temperature disposal waste weight involving combustion with energy recovery (Tonnes),Non burn treatment (alternative treatment plant) disposal waste weight (Tonnes),Landfill disposal waste weight (Tonnes),Waste electrical and electronic equipment (WEEE) weight (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Do you charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),In-patient food services cost (£),In-patient main meals requested (No.),Cost of feeding one in-patient per day (in-patient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Portering (internal patient transport) service cost (£),Portering staff (WTE),Occupied floor area (m²),Occupied beds (No.),PFI Unitary charges (£),Hard FM (Estates) costs (£),Soft FM (Hotel  Services) costs (£),Maintenance service costs (£),Energy cost (all energy supplies) (£),Energy consumed (all energy supplies) (kWh),Waste cost (£),Waste disposal weight (Tonnes),Cost of in-patient food services (£),In-patient main meals requested (No.),Cleaning services costs (£),Number of cleaning staff (No.),Laundry and linen service cost (£),Laundry and linen pieces per annum (No.),Portering (internal patient transport) service cost (£),Number of Portering (internal patient transport) staff (WTE)
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP7MB,BEACONFIELD SITE,MULTI-SERVICE HOSPITAL,392634.00,184117.00,438295.00,57780.00,0.00,0.00,0.00,3020.00,3020.00,100.00,7168.00,1951.00,1.96,1908.00,1113.00,40.70,59.30,36.84,15.00,11.00,6.00,9.00,0.00,0.00,35.54,0.00,0.00,36.82,0.00,0.00,27.64,100.00,0.00,60146.00,619128.00,540021.00,54665.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50686.00,186285.00,261544.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2097.00,1139.00,4203.00,0.00,1.54,2.81,0.80,0.00,1.68,0.85,1.41,58.00,4.00,0.00,0.00,No,58452.00,2.33,16425.00,42192.00,7.71,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPA,MEDWAY NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,AGGRE,AGGREGATE SITE,AGGREGATE SITE,162298.00,0.00,37905.00,61604.00,0.00,0.00,0.00,2835.00,2835.00,100.00,9221.00,1812.00,0.53,194.00,2567.00,1.03,1.03,27.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,26.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13981.00,131705.00,117352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1174.00,165.00,6254.00,0.00,4.00,0.00,2.00,0.00,0.00,18.00,0.00,47.00,4.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPA,MEDWAY NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RPA02,MEDWAY MARITIME HOSPITAL,GENERAL ACUTE HOSPITAL,7376110.00,11914010.00,1688247.00,2743779.00,0.00,0.00,1030841.00,84867.00,82773.00,100.00,162695.00,30064.00,14.35,36626.00,38699.00,1.03,1.03,1.03,572.00,529.00,63.00,64.00,0.00,7.34,46.63,17.36,0.00,13.55,0.00,0.00,15.12,100.00,4441380.00,12745000.00,11039000.00,6340000.00,17476030.00,1.00,1162.00,23869050.00,5474420.00,8319844.00,0.00,0.00,1977119.00,0.00,46646820.00,49098.00,0.00,0.00,0.00,0.00,5193376.00,0.00,355103.00,142233.00,274740.00,0.00,169.00,0.00,106.00,0.00,247.00,784.00,0.00,1731.00,62.00,1.00,0.04,Yes,3908558.00,175.00,2832523.00,559333.00,9.66,611536.00,2921922.00,853816.00,31.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - SPECIALIST,RPC04,QUEEN VICTORIA HOSPITAL,SPECIALIST HOSPITAL,912828.00,289623.00,2991000.00,339768.00,0.00,0.00,0.00,21171.00,19504.00,92.00,55045.00,17659.00,6.95,15244.00,4260.00,66.00,47.00,7.50,80.00,60.00,22.00,8.00,0.00,27.00,8.70,0.57,0.00,0.70,3.34,18.00,41.69,100.00,0.00,980561.00,2272700.00,3152895.00,1154952.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,616461.00,3343905.00,4733165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22070.00,15840.00,77895.00,0.00,53.90,0.00,21.39,0.00,94.29,44.48,2.00,421.00,16.00,1.00,0.00,No,808448.00,34.47,489632.00,50938.00,9.60,170430.00,429104.00,164487.00,7.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,1211336.00,2384861.00,4797440.00,349747.00,0.00,0.00,672601.00,31579.00,27500.00,100.00,80148.00,17850.00,3.90,17094.00,10406.00,0.00,0.00,0.00,54.00,54.00,44.00,10.00,0.00,2.50,18.40,16.70,15.50,13.90,8.20,2.30,22.50,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308149.00,1875252.00,4589366.00,159147.00,0.00,0.00,0.00,0.00,0.00,0.00,45968.00,20966.00,66000.00,0.00,3.40,0.00,2.50,0.00,20.00,169.00,3.00,840.00,45.00,0.00,0.00,No,1238343.00,55.00,77000.00,45000.00,6.30,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RPGAB,BRACTON CENTRE,SPECIALIST HOSPITAL,337209.00,595240.00,1063297.00,23712.00,0.00,0.00,0.00,6783.00,6783.00,100.00,14000.00,5307.00,7.64,5369.00,1005.00,0.00,0.00,0.00,93.00,93.00,9.00,84.00,0.00,4.22,78.52,0.00,0.00,9.59,0.00,0.00,7.67,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168575.00,934346.00,1641369.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15132.00,5710.00,19000.00,0.00,1.60,0.00,2.10,0.00,1.20,21.00,0.80,116.00,2.00,0.00,0.00,No,470000.00,14.00,205700.00,102000.00,4.80,7340.00,21784.00,0.00,0.00,6783.00,93.00,23742.00,337209.00,595240.00,23712.00,168575.00,2575715.00,19000.00,26.70,205700.00,102000.00,470000.00,14.00,7340.00,21784.00,0.00,0.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RPGAD,GREENPARKS HOUSE,SHORT TERM NON-ACUTE HOSPITAL,118716.00,682276.00,128180.00,20176.00,0.00,0.00,0.00,5200.00,5200.00,0.00,12220.00,2600.00,0.60,4490.00,710.00,0.00,0.00,0.00,72.00,72.00,48.00,24.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68000.00,520000.00,1385246.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12500.00,5000.00,12000.00,36.00,48.00,0.00,0.80,0.00,5.00,48.00,2.00,43.00,4.00,1.60,0.00,Yes,492519.00,13.00,359204.00,51000.00,6.60,18482.00,55005.00,0.00,0.00,5200.00,72.00,25000.00,118716.00,682276.00,20176.00,68000.00,1905246.00,12000.00,139.00,359204.00,51000.00,492519.00,13.00,18482.00,55005.00,0.00,0.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RPGAE,OXLEAS HOUSE,TREATMENT CENTRE,136344.00,600690.00,36998.00,22825.00,0.00,0.00,0.00,5240.00,5240.00,0.00,14040.00,3000.00,2.90,4442.00,758.00,0.00,0.00,0.00,92.00,92.00,17.00,75.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,690000.00,1400000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14700.00,7200.00,38000.00,0.00,8.00,0.00,4.00,0.00,65.00,48.00,2.00,655.00,21.00,1.06,0.14,No,320000.00,12.00,516000.00,101835.00,9.40,24000.00,15000.00,0.00,0.00,5240.00,92.00,25000.00,136344.00,600690.00,22825.00,60000.00,2090000.00,38000.00,127.00,516000.00,101835.00,320000.00,12.00,24000.00,15000.00,0.00,0.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RPGAG,MEMORIAL HOSPITAL,LONG STAY HOSPITAL,92594.00,544163.00,1217640.00,15483.00,0.00,0.00,0.00,8785.00,7655.00,83.00,21260.00,4127.00,9.10,3602.00,4047.00,0.00,0.00,0.00,48.00,48.00,46.00,2.00,0.00,23.04,11.10,0.00,0.00,0.00,0.00,0.00,65.86,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114127.00,842830.00,1164100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40637.00,19420.00,11000.00,0.00,50.00,0.00,0.10,0.00,2.40,18.00,1.00,190.00,13.00,0.00,0.00,No,357835.00,9.00,129530.00,52560.00,8.38,10535.00,33300.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RPGAH,WOODLANDS UNIT,TREATMENT CENTRE,279098.00,527110.00,348410.00,18638.00,0.00,0.00,0.00,4000.00,4000.00,0.00,8646.00,1965.00,0.50,3110.00,890.00,0.00,0.00,0.00,70.00,70.00,19.00,51.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58000.00,275000.00,1200000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9800.00,10500.00,33000.00,0.00,65.00,0.00,4.00,0.00,6.00,25.00,1.00,46.00,1.00,1.06,0.80,No,364747.00,15.00,140204.00,12824.00,5.48,22122.00,11591.00,0.00,0.00,4000.00,70.00,39760.00,279098.00,527110.00,18638.00,58000.00,1475000.00,33000.00,101.00,140204.00,12824.00,364747.00,15.00,22122.00,11591.00,0.00,0.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RPGAN,GOLDIE LEIGH,SHORT TERM NON-ACUTE HOSPITAL,110022.00,236336.00,597250.00,39088.00,0.00,0.00,154128.00,7760.00,5183.00,67.00,19694.00,5851.00,2.00,3912.00,3848.00,0.00,0.00,0.00,40.00,40.00,40.00,0.00,0.00,47.52,23.42,0.00,0.00,6.59,0.00,0.00,22.47,100.00,0.00,0.00,0.00,120000.00,10000.00,1.00,6.00,24.00,13.00,6.00,0.00,0.00,90315.00,495084.00,1075401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20306.00,8002.00,15000.00,0.00,1.00,0.00,1.00,0.00,2.50,16.00,1.00,87.00,9.00,0.00,0.00,No,285377.00,8.00,71000.00,44000.00,7.40,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RPGFV,BEVAN INTERMEDIATE CARE UNIT,COMMUNITY HOSPITAL,37000.00,50000.00,100000.00,5000.00,0.00,0.00,0.00,700.00,700.00,100.00,1776.00,700.00,0.10,600.00,100.00,0.00,0.00,0.00,26.00,26.00,0.00,26.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11970.00,63421.00,172663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3652.00,1734.00,3802.00,0.00,12.20,0.00,0.20,0.00,0.70,13.90,0.10,6.00,2.00,0.00,0.00,No,47000.00,1.50,84000.00,27000.00,9.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RPGHF,QUEEN MARY'S HOSPITAL,MULTI-SERVICE HOSPITAL,1931083.00,2723741.00,666000.00,1647.00,0.00,0.00,7500000.00,35325.00,26184.00,100.00,57840.00,17635.00,38.00,19774.00,6410.00,0.00,0.00,9.55,220.00,76.00,32.00,15.00,0.00,2.71,14.59,2.92,69.08,0.00,10.70,0.00,0.00,100.00,170000.00,25000.00,1370000.00,1210000.00,900000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,462744.00,2461874.00,737416.00,0.00,0.00,0.00,12151.00,0.00,0.00,0.00,135493.00,47812.00,29772.00,0.00,3.61,0.30,0.00,139.14,13.00,7.90,0.00,750.00,45.00,1.50,0.00,No,881616.00,86.00,84605.00,18187.00,8.70,108776.00,368231.00,527728.00,14.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - SPECIALIST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,600421.00,231158.00,4884000.00,0.00,0.00,0.00,0.00,17957.00,4143.00,0.00,24086.00,17957.00,2.55,0.00,0.00,0.00,0.00,0.00,5.00,5.00,5.00,0.00,0.00,33.83,8.66,0.00,0.00,5.89,10.39,0.95,40.28,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112278.00,1450599.00,874300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15182.00,5937.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0.00,41061.00,2500.00,14.33,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - SPECIALIST,RPY01,"ROYAL MARSDEN HOSPITAL, CHELSEA",SPECIALIST HOSPITAL,4742000.00,6570000.00,4451000.00,2113000.00,0.00,0.00,0.00,35263.00,34567.00,97.92,111973.00,7889.00,1.10,111973.00,11227.00,16.10,3.49,1.95,91.00,81.00,58.00,0.00,0.00,2.64,0.00,21.80,3.06,2.08,11.74,2.49,56.19,100.00,272000.00,817000.00,1906000.00,2451000.00,1235000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1234806.00,7956566.00,11958554.00,15167.00,0.00,0.00,0.00,0.00,0.00,0.00,111785.00,51044.00,172000.00,6.00,334.00,19.00,0.00,96.00,91.00,2.50,2.50,0.00,0.00,0.00,0.00,None,1641961.00,58.50,1398170.00,121705.00,5.95,179951.00,632749.00,590112.00,21.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - SPECIALIST,RPY02,"ROYAL MARSDEN HOSPITAL, SUTTON",SPECIALIST HOSPITAL,5374000.00,7559000.00,4451000.00,2624000.00,0.00,0.00,246116.00,49638.00,49457.00,100.00,147252.00,19662.00,7.45,27994.00,21644.00,16.91,3.42,0.36,99.00,81.00,41.00,0.00,0.00,29.95,2.74,6.85,1.65,1.71,45.55,0.00,11.55,100.00,486000.00,1459000.00,3404000.00,4376000.00,2334000.00,1.00,2000.00,32357586.00,7145000.00,12323391.00,4194057.00,0.00,1411818.00,2746568.00,36332069.00,171137.00,0.00,0.00,0.00,0.00,51578.00,0.00,80269.00,48218.00,162000.00,6.00,519.00,32.00,0.00,79.00,72.00,2.80,2.50,500.00,50.00,0.60,0.15,Yes,1218848.00,48.75,1539828.00,135644.00,5.84,148277.00,538541.00,628394.00,21.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SPECIALIST,RQ301,BIRMINGHAM CHILDRENS HOSPITAL,SPECIALIST HOSPITAL,5129340.00,6008154.00,632932.00,2416336.00,120281.00,55.00,74458.00,55615.00,55615.00,89.08,106941.00,20439.00,3.54,27313.00,24461.00,0.00,0.00,0.00,215.00,203.00,27.00,57.00,0.00,7.42,11.37,21.66,2.70,39.21,8.51,2.87,6.26,100.00,690000.00,1000000.00,6781579.00,8330568.00,3579018.00,1.00,1600.00,14162850.00,11389244.00,9854995.00,0.00,0.00,1626479.00,9878940.00,26476189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175384.00,60144.00,282795.00,669.20,62.00,0.00,40.50,296.80,270.20,268.30,2.62,383.00,12.00,1.00,0.23,Yes,1896397.00,87.14,523798.00,79779.00,12.32,452594.00,1612263.00,371545.00,16.60,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SPECIALIST,RQ303,THE OAKLANDS CENTRE,NON-HOSPITAL (PATIENT),17234.00,4464.00,4498.00,4634.00,0.00,0.00,0.00,369.00,369.00,100.00,1007.00,212.00,0.13,203.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,55452.00,400000.00,0.00,56931.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6300.00,18627.00,138478.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1100.00,850.00,2011.00,0.00,0.00,0.00,0.50,1.20,0.00,8.70,0.20,11.00,1.00,0.00,0.00,No,4785.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SPECIALIST,RQ304,102 BLAKESLEY ROAD,NON-HOSPITAL (PATIENT),25852.00,6698.00,5985.00,6660.00,0.00,0.00,0.00,491.00,491.00,100.00,1304.00,278.00,0.09,139.00,253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,6750.00,200000.00,25843.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3450.00,19420.00,105235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,780.00,117.00,2675.00,0.00,0.00,0.00,0.00,0.00,0.00,4.20,0.00,4.00,0.00,0.00,0.00,None,6368.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SPECIALIST,RQ330,PARKVIEW CLINIC,COMMUNITY HOSPITAL,279558.00,163485.00,34643.00,22962.00,0.00,0.00,0.00,2842.00,2842.00,100.00,7763.00,1770.00,2.18,1592.00,915.00,0.00,0.00,0.00,36.00,33.00,0.00,6.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,80000.00,0.00,0.00,80000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61567.00,268380.00,653621.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15682.00,3126.00,15488.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,62.00,2.00,0.00,0.00,No,129776.00,5.39,116297.00,24498.00,7.12,3308.00,22500.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RQ601,BROADGREEN SITE,GENERAL ACUTE HOSPITAL,3861881.00,4620315.00,5373098.00,818652.00,0.00,0.00,2415092.00,46414.00,45638.00,97.00,73234.00,24983.00,12.12,18347.00,25397.00,0.00,0.00,0.00,71.00,51.00,10.00,4.00,0.00,36.70,10.20,29.80,0.00,3.50,3.90,0.10,15.80,100.00,0.00,132842.00,45498.00,90625.00,140006.00,1.00,2200.00,50974594.00,10993879.00,16309000.00,10583950.00,3949158.00,788169.00,751302.00,51920089.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178084.00,50332.00,63001.00,0.00,85.39,325.83,0.00,0.00,0.00,0.00,1.73,1150.00,91.00,1.13,0.08,Yes,1061655.00,38.54,485787.00,93888.00,22.17,149423.00,396584.00,384585.00,9.11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
