Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),High Temperature Disposal Waste Weight (Tonnes),High Temperature Disposal Waste Cost (£),Total Waste Cost (£),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Cost (£),Waste recovery/recycling volume (Tonnes),Waste recovery/recycling cost (£),Visitor/Staff concession scheme provided (Yes/No),Total parking spaces available (No.),Average fee charged per hour for patient/visitor parking (£),Designated disabled parking spaces (No.),Designated parking spaces available for patients/visitors (No.),Average fee charged per hour for Staff parking (£),Designated parking spaces available for staff (No.)
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NA04,GALLEON AND HERONWOOD UNIT,,1885.00,1885.00,100.00,4912.00,1885.00,0.73,671.00,356.00,0.00,0.00,48.00,38.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,101462.00,320325.00,16871.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,258690.00,415914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38666.00,2974.00,5709.00,0.40,575.00,5354.00,1.58,0.78,0.00,0.00,1.04,2106.00,None,10.00,0.00,0.00,0.00,0.00,10.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NA05,"FULLWELL CROSS HEALTH CENTRE, ILFORD",TREATMENT CENTRE,509.00,509.00,100.00,1576.00,509.00,0.37,391.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,25991.00,82056.00,4322.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53113.00,53878.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7887.00,381.00,763.00,0.33,843.00,2749.00,2.10,0.21,0.00,0.00,0.12,568.00,No,23.00,0.00,4.00,4.00,0.00,19.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NA06,"MANFORD WAY HEALTH CENTRE, ILFORD",TREATMENT CENTRE,1200.00,1200.00,0.00,2600.00,735.00,0.15,650.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,61275.00,193452.00,10189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101028.00,87068.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19155.00,370.00,1090.00,0.00,0.00,2354.00,0.00,0.50,0.00,0.00,0.67,1340.00,No,20.00,0.00,0.00,0.00,0.00,0.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NA07,"NEWBURY PARK HEALTH CENTRE, ILFORD",TREATMENT CENTRE,718.00,718.00,100.00,2427.00,515.00,0.22,575.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,36663.00,115749.00,6096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68804.00,162583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14175.00,215.00,684.00,0.16,572.00,2651.00,1.56,0.30,0.00,0.00,0.40,801.00,No,44.00,0.00,2.00,30.00,0.00,14.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NA08,"SEVEN KINGS HEALTH CENTRE, ILFORD",TREATMENT CENTRE,979.00,979.00,100.00,2462.00,762.00,0.13,451.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,50042.00,157986.00,8321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87750.00,316493.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22145.00,514.00,1224.00,0.19,488.00,3305.00,1.51,0.40,0.00,0.00,0.54,1094.00,No,10.00,0.00,0.00,0.00,0.00,10.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NA09,SOUTH WOODFORD HEALTH CENTRE,TREATMENT CENTRE,945.00,945.00,100.00,2252.00,364.00,0.36,610.00,123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,48305.00,152505.00,8032.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264.00,521.00,0.22,426.00,3704.00,2.10,0.39,0.00,0.00,0.52,1056.00,No,15.00,0.00,0.00,0.00,0.00,15.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NA12,LOXFORD POLYCLINIC,TREATMENT CENTRE,3428.00,3428.00,0.00,8913.00,1227.00,0.30,1605.00,1085.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,494400.00,662788.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72293.00,999.00,1888.00,1.21,1592.00,10454.00,5.38,1.42,0.00,0.00,1.90,3831.00,No,30.00,0.00,3.00,5.00,0.00,22.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NA13,"KENWOOD GARDENS CLINIC, ILFORD",TREATMENT CENTRE,633.00,633.00,100.00,1576.00,560.00,0.26,447.00,196.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,32323.00,102046.00,5375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71839.00,27051.00,31750.00,0.00,0.00,0.00,0.00,0.00,0.00,6791.00,263.00,763.00,0.01,33.00,1612.00,0.19,0.26,0.00,0.00,0.35,707.00,No,20.00,0.00,0.00,5.00,0.00,15.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NA36,HAINAULT HEALTH CENTRE,TREATMENT CENTRE,2700.00,2700.00,0.00,6270.00,933.00,0.57,1200.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251759.00,250077.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36326.00,956.00,2296.00,1.20,1758.00,9770.00,6.13,1.11,0.00,0.00,1.50,3018.00,No,40.00,0.00,0.00,0.00,0.00,0.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NAHQ,"BECKETT HOUSE, ILFORD",SUPPORT FACILITY,3727.00,3727.00,0.00,10622.00,927.00,0.13,0.00,798.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,142976.00,451389.00,23775.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,935071.00,643938.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120125.00,20479.00,22892.00,0.00,0.00,7316.00,0.00,1.54,0.00,0.00,2.06,4167.00,No,100.00,0.00,0.00,0.00,0.00,100.00
5NA,REDBRIDGE PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,2462.00,2462.00,100.00,6660.00,2404.00,0.67,1445.00,499.00,0.00,0.00,11.00,9.00,0.00,0.00,0.00,0.00,46.56,0.00,12.68,5.90,0.00,34.86,100.00,0.00,0.00,125666.00,396739.00,20896.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129462.00,491078.00,4233.00,0.00,0.00,0.00,0.00,0.00,0.00,29818.00,2667.00,5860.00,0.50,1226.00,9892.00,0.66,1.02,0.00,0.00,1.37,2750.00,No,71.00,0.00,0.00,46.00,0.00,25.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NC04,HANDSWORTH AVENUE HEALTH CENTRE,TREATMENT CENTRE,763.00,763.00,0.00,1590.00,647.00,0.14,469.00,294.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,14999.00,2612.00,3243.00,21679.00,42533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37722.00,103836.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8416.00,0.00,0.00,0.06,174.00,1685.00,0.54,0.37,0.00,0.00,0.29,394.00,No,7.00,0.00,0.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NC05,KIRKDALE HOUSE,,1375.00,1375.00,0.00,3301.00,207.00,0.12,0.00,1375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,50.00,0.00,100.00,33137.00,5772.00,7165.00,47895.00,93968.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129175.00,190681.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40314.00,3724.00,2868.00,0.00,0.00,1601.00,0.00,0.67,0.00,0.00,0.53,710.00,None,21.00,0.00,0.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NC07,WOOD STREET CLINIC,TREATMENT CENTRE,3181.00,3181.00,0.00,7635.00,1108.00,0.33,1986.00,1195.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,77170.00,13441.00,16685.00,111538.00,218834.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,206611.00,229332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35002.00,1340.00,2665.00,0.07,178.00,4840.00,1.12,1.54,0.00,0.00,1.23,1641.00,None,0.00,0.00,0.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NC19,"SCORE PROJECT, OLIVER ROAD",,913.00,913.00,0.00,2191.00,457.00,0.29,491.00,422.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,14288.00,2489.00,3089.00,20651.00,40516.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226231.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11700.00,365.00,877.00,0.07,83.00,1146.00,1.08,0.44,0.00,0.00,0.35,471.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NC21,"HIGHAMS COURT, 1 FRIARS CLOSE",LONG STAY HOSPITAL,1340.00,1340.00,100.00,3246.00,529.00,0.24,915.00,425.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,31648.00,5512.00,6843.00,45742.00,89745.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108273.00,171687.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17941.00,2059.00,3700.00,0.31,727.00,4953.00,6.52,0.65,0.00,0.00,0.51,691.00,No,16.00,0.00,3.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NC22,"AINSLEY REHAB UNIT, 3 FRIARS CLOSE",SHORT TERM NON-ACUTE HOSPITAL,1933.00,1933.00,100.00,4638.00,1295.00,0.48,1273.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,37793.00,6583.00,8172.00,54625.00,107172.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310401.00,82948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15937.00,2856.00,5795.00,0.45,1049.00,6216.00,5.76,0.94,0.00,0.00,0.75,997.00,No,17.00,0.00,4.00,17.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NC23,7 CHING WAY,,1024.00,1024.00,99.10,2459.00,367.00,0.19,652.00,372.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,30726.00,5352.00,6644.00,44410.00,87132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13850.00,379.00,2636.00,0.05,117.00,2040.00,0.73,0.50,0.00,0.00,0.40,528.00,None,24.00,0.00,4.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NC29,LEYTON ORIENT FC MEDICAL CENTRE,TREATMENT CENTRE,1930.00,1930.00,0.00,4633.00,614.00,0.21,1321.00,609.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,49375.00,8600.00,10676.00,71364.00,140014.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25000.00,8000.00,13500.00,0.05,65.00,3058.00,1.10,0.94,0.00,0.00,0.74,996.00,None,10.00,0.00,0.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NCCB,COMELY BANK CLINIC 46 RAVENSWOOD ROAD,TREATMENT CENTRE,1887.00,1887.00,0.00,4530.00,798.00,0.27,1261.00,626.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,42308.00,7369.00,9148.00,61149.00,119974.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164845.00,132020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23398.00,627.00,2090.00,0.38,658.00,4448.00,2.26,0.92,0.00,0.00,0.73,974.00,None,17.00,0.00,2.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NCCH,SILVERTHORNE MEDICAL CENTRE,GP PROPERTY,996.00,996.00,0.00,2390.00,557.00,0.20,506.00,490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,100.00,20762.00,3616.00,4489.00,30008.00,58874.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59693.00,45733.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11995.00,722.00,2041.00,0.93,729.00,2492.00,1.32,0.48,0.00,0.00,0.38,514.00,None,13.00,0.00,1.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NCFR,FOREST ROAD MEDICAL CENTRE,GP PROPERTY,1178.00,1178.00,0.00,3019.00,455.00,0.15,757.00,421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,50.00,25.00,0.00,0.00,0.00,0.00,100.00,25976.00,4524.00,5616.00,37544.00,73660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81057.00,91278.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13789.00,470.00,1905.00,0.20,369.00,2380.00,0.58,0.57,0.00,0.00,0.45,608.00,None,11.00,0.00,0.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NCK5,CHINGFORD HEALTH CENTRE 109 YORK ROAD,TREATMENT CENTRE,1671.00,1671.00,0.00,4009.00,1129.00,0.80,665.00,1006.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,50.00,0.00,100.00,34366.00,5986.00,7431.00,49671.00,97454.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71107.00,159464.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23797.00,1314.00,3109.00,0.35,597.00,3930.00,1.94,0.81,0.00,0.00,0.65,862.00,None,52.00,0.00,2.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NCK6,HURST ROAD HEALTH CENTRE,TREATMENT CENTRE,1333.00,1333.00,0.00,3198.00,863.00,0.29,0.00,1333.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,28528.00,4969.00,6168.00,41233.00,80898.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20140.00,206.00,52906.00,0.00,0.00,0.00,0.00,0.00,0.00,3113.00,1069.00,2185.00,0.00,0.00,1552.00,0.00,0.65,0.00,0.00,0.51,688.00,None,25.00,0.00,0.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NCKB,ST JAMES HEALTH CENTRE 47 ST. JAMES'S STREET,TREATMENT CENTRE,1098.00,1098.00,0.00,2636.00,793.00,0.27,820.00,278.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,70.00,0.00,100.00,21650.00,3771.00,4681.00,31292.00,61394.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72750.00,7033.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18801.00,975.00,1889.00,0.35,599.00,3033.00,1.53,0.53,0.00,0.00,0.42,567.00,None,34.00,0.00,0.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NCLG,LEYTON GREEN CLINIC,TREATMENT CENTRE,537.00,537.00,100.00,1290.00,537.00,0.09,276.00,261.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,7091.00,1235.00,1533.00,10249.00,20107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21018.00,33636.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7577.00,256.00,715.00,0.13,131.00,1507.00,1.04,0.26,0.00,0.00,0.21,277.00,None,0.00,0.00,0.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NCLP,LANGTHORNE HEALTH CENTRE 13 LANGTHORNE ROAD,TREATMENT CENTRE,1927.00,1927.00,0.00,4625.00,1927.00,0.46,1093.00,834.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,50.00,0.00,0.00,0.00,0.00,100.00,33823.00,5891.00,7313.00,48885.00,95912.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191934.00,119179.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37722.00,1471.00,2643.00,0.53,665.00,4321.00,2.26,0.93,0.00,0.00,0.74,994.00,None,56.00,0.00,5.00,0.00,0.00,0.00
5NC,WALTHAM FOREST PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,654.00,654.00,0.00,1719.00,421.00,0.06,434.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,20.00,0.00,0.00,0.00,30.00,0.00,100.00,22824.00,3976.00,4935.00,32989.00,64724.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70554.00,7625.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14888.00,346.00,772.00,0.00,0.00,761.00,0.00,0.32,0.00,0.00,0.25,337.00,None,7.00,0.00,2.00,0.00,0.00,0.00
5NE,CUMBRIA TEACHING PCT,NORTH WEST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NE99,"REIVER HOUSE, CARLISLE",COMMUNITY HOSPITAL,1102.00,1102.00,100.00,3001.00,631.00,0.07,787.00,314.00,0.00,0.00,14.00,13.00,14.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,12000.00,15000.00,0.00,12500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79370.00,227351.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9094.00,1068.00,3139.00,0.21,98.00,2288.00,1.44,6.99,0.00,0.00,46.00,17.00,No,12.00,0.00,1.00,11.00,0.00,0.00
5NE,CUMBRIA TEACHING PCT,NORTH WEST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NEAL,RUTH LANCASTER JAMES HOSPITAL (ALSTON),COMMUNITY HOSPITAL,1010.00,1010.00,100.00,2470.00,990.00,1.08,645.00,365.00,15.10,10.00,6.00,4.00,0.00,6.00,3.80,18.17,0.00,0.00,24.39,9.91,0.00,43.73,100.00,122000.00,25000.00,10000.00,20000.00,148000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70987.00,378556.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19865.00,859.00,2165.00,0.20,86.00,2119.00,1.45,6.66,0.11,10.00,47.00,18.00,No,17.00,0.00,3.00,5.00,0.00,9.00
5NE,CUMBRIA TEACHING PCT,NORTH WEST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NECA,VICTORIA COTTAGE HOSPITAL (MARYPORT),COMMUNITY HOSPITAL,1633.00,1403.00,100.00,3984.00,1264.00,0.33,781.00,852.00,29.00,17.40,13.00,10.00,0.00,4.00,0.00,3.00,0.00,24.00,21.00,0.00,0.00,52.00,100.00,15000.00,50000.00,10000.00,25000.00,66167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103555.00,395835.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26729.00,1473.00,2210.00,0.26,112.00,3555.00,4.97,11.44,0.00,0.00,9.00,6.00,No,25.00,0.00,2.00,10.00,0.00,13.00
5NE,CUMBRIA TEACHING PCT,NORTH WEST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NECC,MILLOM HOSPITAL,COMMUNITY HOSPITAL,1013.00,1013.00,100.00,2634.00,678.00,0.25,707.00,305.00,24.90,4.30,11.00,8.00,5.00,0.00,0.00,41.50,0.00,0.50,58.00,0.00,0.00,0.00,100.00,25000.00,75000.00,15000.00,10000.00,100833.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106416.00,185306.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17659.00,4787.00,7181.00,1.99,854.00,1917.00,0.00,8.58,0.07,6.00,41.00,21.00,No,9.00,0.00,1.00,3.00,0.00,5.00
5NE,CUMBRIA TEACHING PCT,NORTH WEST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NECK,COCKERMOUTH COTTAGE HOSPITAL,COMMUNITY HOSPITAL,2003.00,2003.00,100.00,4900.00,1621.00,0.55,1306.00,697.00,21.60,18.50,11.00,8.00,1.00,2.00,30.79,1.48,18.20,13.30,0.49,0.00,0.00,35.74,100.00,49000.00,62000.00,60000.00,20000.00,113667.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65556.00,483117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22083.00,5059.00,7589.00,0.33,140.00,4109.00,4.20,11.44,0.11,10.00,33.00,17.00,No,30.00,0.00,1.00,14.00,0.00,15.00
5NE,CUMBRIA TEACHING PCT,NORTH WEST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NEKE,MARY HEWETSON COTTAGE HOSPITAL (KESWICK),COMMUNITY HOSPITAL,1963.00,1963.00,100.00,5630.00,1903.00,0.67,1253.00,710.00,20.00,24.70,15.00,12.00,2.00,5.00,0.00,0.00,17.00,15.02,4.00,0.00,0.00,63.98,100.00,56000.00,250000.00,80000.00,15000.00,309167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133699.00,780508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39684.00,2879.00,2746.00,1.09,513.00,17586.00,15.29,82.94,0.68,60.00,22.00,9.00,No,33.00,0.00,3.00,12.00,0.00,18.00
5NE,CUMBRIA TEACHING PCT,NORTH WEST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5NEPE,PENRITH HOSPITAL,COMMUNITY HOSPITAL,5353.00,5353.00,100.00,13804.00,3706.00,2.73,2268.00,3085.00,11.50,10.40,28.00,25.00,0.00,5.00,0.00,10.00,0.00,0.00,90.00,0.00,0.00,0.00,100.00,490000.00,885000.00,530000.00,50000.00,1394333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,545304.00,1262809.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101144.00,7296.00,17678.00,1.09,513.00,17586.00,15.29,82.94,0.68,60.00,22.00,9.00,No,213.00,0.00,10.00,64.00,0.00,139.00
