Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable (%),Un-utilised Space (%),Available beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Occupied beds (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil  Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),High Temperature Disposal Waste Weight (Tonnes),High Temperature Disposal Waste Cost (£),Total Waste Cost (£),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Cost (£),Waste recovery/recycling volume (%),Waste recovery/recycling cost (%),Visitor/Staff concession scheme provided (Yes/No),Total parking spaces available (No.),Average fee charged per hour for patient/visitor parking (£),Total disabled parking spaces (No.),Total parking spaces available for patients/visitors (No.),Average fee charged per hour for Staff parking (£),Total parking spaces available for staff (No.)
5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PACP,FIELDING PALMER COTTAGE HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,915.00,915.00,100.00,2690.00,728.00,0.34,550.00,128.00,0.00,0.00,13.00,2.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,245000.00,465000.00,265000.00,275417.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64779.00,484081.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18173.00,299.00,840.00,3.70,2062.00,4549.00,0.00,36.31,0.00,0.00,0.00,0.00,No,3.00,0.00,3.00,3.00,0.00,3.00
5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PACR,MARKET HARBOROUGH & DISTRICT HOSPITAL,COMMUNITY HOSPITAL,2127.00,2127.00,100.00,6253.00,1512.00,0.40,1479.00,600.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,80.00,100.00,0.00,150000.00,405000.00,260000.00,197500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210999.00,719586.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36735.00,2471.00,5486.00,2.63,1656.00,4979.00,0.00,25.16,0.00,0.00,0.00,0.00,No,32.00,0.00,2.00,32.00,0.00,32.00
5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PACW,RUTLAND MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,3300.00,3300.00,100.00,9702.00,3063.00,1.04,2600.00,700.00,0.00,0.00,22.00,1.00,4.00,22.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,25.00,100.00,0.00,315000.00,1000000.00,284000.00,355125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270112.00,1292948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57001.00,2739.00,7686.00,12.20,5686.00,11081.00,0.00,40.29,0.00,0.00,0.00,0.00,No,79.00,0.00,5.00,79.00,0.00,79.00
5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PACY,ST LUKE'S HOSPITAL,COMMUNITY HOSPITAL,3083.00,3083.00,100.00,9064.00,2878.00,1.60,2500.00,630.00,0.00,0.00,41.00,1.00,4.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,575000.00,265000.00,575000.00,585886.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318053.00,861276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55315.00,1552.00,3523.00,20.20,9123.00,13405.00,0.00,37.95,0.00,0.00,0.00,0.00,No,40.00,0.00,2.00,40.00,0.00,40.00
5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PADA,ASHBY & DISTRICT HOSPITAL,COMMUNITY HOSPITAL,1644.00,1644.00,100.00,4833.00,1007.00,0.23,820.00,438.00,0.00,0.00,16.00,1.00,1.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,255000.00,280000.00,444000.00,297588.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47482.00,555807.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17939.00,1324.00,3000.00,5.10,2677.00,6855.00,0.00,22.10,0.00,0.00,0.00,0.00,No,25.00,0.00,1.00,25.00,0.00,25.00
5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PADE,HINCKLEY & DISTRICT HOSPITAL,COMMUNITY HOSPITAL,5452.00,5452.00,100.00,16030.00,3182.00,0.72,1220.00,1481.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,310000.00,653000.00,310000.00,343207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,378078.00,1607224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74546.00,6615.00,14950.00,11.91,5674.00,10577.00,0.00,69.01,0.00,0.00,0.00,0.00,No,41.00,0.00,4.00,41.00,0.00,41.00
5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PADG,HINCKLEY & BOSWORTH COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,7989.00,7989.00,100.00,23488.00,4614.00,0.65,2300.00,1700.00,0.00,0.00,42.00,28.00,0.00,42.00,80.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,100.00,0.00,421000.00,1285000.00,262000.00,502421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,546946.00,1985807.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95450.00,4401.00,11003.00,16.41,7515.00,12050.00,0.00,39.27,0.00,0.00,0.00,0.00,No,65.00,0.00,4.00,65.00,0.00,65.00
5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,21089.00,21089.00,100.00,59820.00,15115.00,8.00,8597.00,11243.00,0.00,3.00,0.00,0.00,0.00,0.00,12.00,11.00,2.00,28.00,3.00,1.00,1.00,42.00,100.00,0.00,489500.00,388000.00,587150.00,528506.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1533955.00,2246595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179713.00,10367.00,25295.00,36.00,16488.00,51847.00,0.00,187.00,0.00,0.00,0.00,0.00,No,513.00,0.00,12.00,513.00,0.00,513.00
5PC,LEICESTER CITY PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,36852.00,36687.00,64.00,94634.00,18762.00,2.51,14699.00,21988.00,0.00,0.00,27.00,16.00,6.00,27.00,45.21,8.28,8.33,15.96,14.66,0.68,0.33,6.55,100.00,0.00,0.00,200000.00,89000.00,14450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2235329.00,5288333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277300.00,20998.00,46237.00,22.72,17080.00,43014.00,0.00,140.20,0.00,0.00,14.00,12.00,No,614.00,0.00,46.00,220.00,0.00,348.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD01,FRANCIS CRICK HOUSE,SUPPORT FACILITY,3670.00,3670.00,100.00,9985.00,1518.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,422617.00,511741.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85370.00,797.00,2098.00,0.00,0.00,3386.00,0.00,16.57,0.00,0.00,52.95,46.30,No,250.00,0.00,2.00,250.00,0.00,250.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD03,CORBY COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,1185.00,1185.00,100.00,2844.00,1130.00,1.10,575.00,353.00,0.00,0.00,14.00,0.00,7.00,13.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,8400.00,25148.00,11050.00,0.00,34305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76025.00,225312.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11744.00,450.00,1080.00,0.93,483.00,4077.00,6.01,0.00,0.00,0.00,5.00,6.00,No,41.00,0.00,5.00,41.00,0.00,41.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD06,DANETRE HOSPITAL,COMMUNITY HOSPITAL,8822.00,8722.00,71.73,20933.00,6091.00,2.27,4018.00,3405.00,0.00,0.00,28.00,16.00,0.00,26.00,81.17,0.00,0.00,0.00,0.00,0.00,0.00,18.83,100.00,59250.00,105000.00,198450.00,192064.00,174574.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1512543.00,2287923.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,181394.00,5542.00,13203.00,0.80,969.00,26093.00,15.32,0.00,0.00,0.00,46.00,6.00,No,231.00,0.00,16.00,231.00,0.00,231.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD07,MANFIELD HEALTH CAMPUS,NON-HOSPITAL (PATIENT),4564.00,4564.00,99.59,10999.00,3790.00,2.50,3836.00,586.00,0.00,0.00,26.00,18.00,0.00,21.00,81.89,0.00,0.00,0.00,0.00,0.00,0.00,18.11,100.00,27950.00,10390.00,0.00,189000.00,44577.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,556633.00,1102906.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75119.00,2365.00,5652.00,0.61,410.00,9185.00,7.29,0.00,0.00,0.00,17.00,7.00,No,86.00,0.00,7.00,86.00,0.00,86.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD08,"CRANSLEY HOSPICE, KETTERING",NON-HOSPITAL (PATIENT),647.00,647.00,100.00,1488.00,647.00,0.20,327.00,154.00,0.00,0.00,9.00,4.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,12450.00,18900.00,14270.00,27806.00,35064.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,27.00,0.00,3.00,27.00,0.00,27.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD13,"KILSBY CLINIC, STEPHENSON COURT",TREATMENT CENTRE,139.00,139.00,100.00,320.00,139.00,0.03,139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,12541.00,22650.00,14281.00,4000.00,35800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4955.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,376.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,6.00,0.00,0.00,6.00,0.00,6.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD14,"BRIXWORTH CLINIC, SPRATTON ROAD",TREATMENT CENTRE,157.00,157.00,0.00,361.00,109.00,0.10,94.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,13930.00,8900.00,9403.00,10000.00,23477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6515.00,18639.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1162.00,33.00,206.00,0.43,278.00,778.00,0.00,0.00,0.00,0.00,58.00,28.00,No,6.00,0.00,0.00,6.00,0.00,6.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD15,"WOODFORD HALSE CLINIC, MEMORIAL HALL",TREATMENT CENTRE,67.00,54.00,0.00,124.00,67.00,0.01,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,19030.00,30876.00,12170.00,4450.00,50460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,11.00,0.00,2.00,11.00,0.00,11.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD17,"COMMUNITY HOUSE, 14 BENBOW CLOSE, DAVENTRY",TREATMENT CENTRE,174.00,174.00,0.00,400.00,174.00,0.10,107.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,9900.00,11100.00,15196.00,0.00,21451.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29843.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,985.00,47.00,419.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD18,"UNIT 5, TELFORD WAY INDUSTRIAL ESTATE",SUPPORT FACILITY,323.00,323.00,0.00,1841.00,323.00,0.07,0.00,323.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,11.00,No,6.00,0.00,0.00,6.00,0.00,6.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD19,"FOREST HOUSE, KETTERING",SUPPORT FACILITY,953.00,953.00,100.00,3388.00,594.00,0.40,169.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,23.00,0.00,3.00,23.00,0.00,23.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD25,ISEBROOK HOSPITAL,COMMUNITY HOSPITAL,8596.00,8372.00,100.00,17738.00,6446.00,3.17,2855.00,5836.00,10.00,0.00,49.00,17.00,6.00,43.00,0.72,10.61,0.00,6.16,24.08,38.95,19.48,0.00,100.00,752235.00,463231.00,470660.00,52700.00,1241801.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,586081.00,2625308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109288.00,1700.00,4012.00,2.41,860.00,13236.00,19.25,0.00,0.00,0.00,20.00,8.00,No,234.00,0.00,17.00,234.00,0.00,234.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD27,"NUFFIELD DIAGNOSTIC CENTRE, CORBY",TREATMENT CENTRE,1302.00,1302.00,100.00,3255.00,1302.00,1.26,1100.00,202.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,16900.00,27200.00,41150.00,0.00,47732.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69677.00,206502.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10763.00,413.00,990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,34.00,0.00,2.00,3.00,0.00,4.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD30,"RECTORY ROAD CLINIC, RUSHDEN",TREATMENT CENTRE,538.00,538.00,100.00,1237.00,499.00,0.17,221.00,177.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,40100.00,15250.00,35070.00,1750.00,56984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,834.00,2495.00,1.63,0.00,0.00,0.00,5.00,8.00,No,24.00,0.00,4.00,24.00,0.00,24.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD31,"RUSHDEN MEMORIAL CLINIC, HAYWAY",TREATMENT CENTRE,595.00,595.00,100.00,1429.00,595.00,0.40,386.00,209.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,162.00,2553.00,0.65,0.00,0.00,0.00,0.00,0.00,No,25.00,0.00,3.00,25.00,0.00,25.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD32,"SCHOOL LANE CLINIC, KETTERING",TREATMENT CENTRE,228.00,165.00,100.00,413.00,228.00,0.10,62.00,103.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,38020.00,26850.00,36870.00,0.00,66197.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,9.00,0.00,1.00,9.00,0.00,9.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD33,"STOCKBURN MEMORIAL CLINIC, KETTERING",TREATMENT CENTRE,612.00,612.00,100.00,1469.00,612.00,0.30,111.00,501.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3124.00,0.00,0.00,0.00,0.00,0.00,0.00,No,46.00,0.00,0.00,46.00,0.00,46.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD35,"THRAPSTON HEALTH CLINIC, CHANCERY LANE",TREATMENT CENTRE,305.00,305.00,100.00,702.00,305.00,0.17,165.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,21590.00,5640.00,9000.00,10000.00,27874.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,251.00,1325.00,0.58,0.00,0.00,0.00,0.00,0.00,No,17.00,0.00,2.00,17.00,0.00,17.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD37,"UNIT 4, TELFORD WAY INDUSTRIAL ESTATE",SUPPORT FACILITY,969.00,969.00,100.00,2326.00,551.00,0.10,0.00,899.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,21350.00,12500.00,21060.00,47500.00,36175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,1624.00,6592.00,2.90,0.00,0.00,0.00,0.00,0.00,No,16.00,0.00,0.00,16.00,0.00,16.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD42,"CAMP HILL CLINIC, NORTHAMPTON",TREATMENT CENTRE,356.00,168.00,47.00,890.00,356.00,0.10,39.00,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,200.00,1194.00,0.56,0.00,0.00,0.00,0.00,0.00,No,23.00,0.00,0.00,23.00,0.00,23.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD49,"NORTHAMPTON DENTAL ACCESS CENTRE, 22-26 ST. LEONARDS ROAD",TREATMENT CENTRE,262.00,262.00,100.00,603.00,224.00,0.10,92.00,113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD50,"NORTHAMPTON PLT, UNIVERSITY COLLEGE NORTHAMPTON",SUPPORT FACILITY,183.00,183.00,0.00,457.00,183.00,0.10,0.00,183.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,18700.00,3800.00,0.00,34250.00,23642.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD55,"WESTON FAVELL HEALTH CENTRE, BILLING BROOK ROAD",TREATMENT CENTRE,718.00,718.00,0.00,1723.00,718.00,0.32,405.00,199.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,137160.00,14700.00,44850.00,58865.00,15494.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69586.00,241178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12431.00,161.00,419.00,0.41,335.00,7893.00,6.67,0.00,0.00,0.00,15.00,4.00,No,48.00,0.00,2.00,48.00,0.00,48.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD56,GRANGE PARK PRIMARY CARE CENTRE,TREATMENT CENTRE,872.00,872.00,100.00,2093.00,872.00,0.10,267.00,605.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,17500.00,23063.00,0.00,24708.00,41387.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46550.00,172179.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14390.00,188.00,554.00,0.12,287.00,3667.00,1.04,0.00,0.00,0.00,0.00,0.00,No,9.00,0.00,4.00,9.00,0.00,9.00
5PD,NORTHAMPTONSHIRE TEACHING PCT,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5PD57,ST JAMES CLINIC,TREATMENT CENTRE,462.00,462.00,100.00,1063.00,462.00,0.08,204.00,169.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,78525.00,25450.00,0.00,73700.00,10723.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15818.00,144532.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5561.00,87.00,247.00,0.06,93.00,2735.00,1.15,0.00,0.00,0.00,0.00,0.00,No,6.00,0.00,0.00,0.00,0.00,6.00
