Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Post Code,Estates and facilities finance costs (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Cost to eradicate Safety related Critical Infrastructure Risk (£),Cost to eradicate non-compliance related Critical Infrastructure Risk (£),Cost to eradicate continuity related Critical Infrastructure Risk (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Peak electrical load (MW),Maximum electrical load (MW),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP swab testing (Yes/No),Cleaning audit processes - UV light testing (Yes/No),Cleaning audit processes - Microbiological swab testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV502,LAMBETH HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,SW9  9NU,127224.00,467000.00,0.00,0.00,0.00,640922.00,0.00,0.00,15403.00,14641.00,95.00,36602.00,0.00,0.00,14539.00,102.00,0.00,0.00,0.00,0.00,14.00,129.00,0.00,0.00,23.21,0.00,69.60,0.00,0.00,5.04,0.00,2.15,100.00,2691.00,38729.00,84582.00,36507.00,279.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106733.00,1935217.00,4228506.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.15,24334.00,19798.00,20192.00,0.00,0.00,3464.00,6.42,2915.00,37.22,21102.00,110.69,130.00,5.00,0.00,0.00,No,764233.00,60.00,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.00,80.00,93.00,93.00,0.00,0.00,0.00,0.00,0.00,20.00,85.00,85.00,0.00,0.00,485143.00,45990.00,11.00,44259.00,115598.00,1. Full Service – Contracted,386953.00,12.00
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV504,MAUDSLEY HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,SE5  8AZ,370256.00,1269000.00,61635.00,0.00,0.00,640922.00,0.00,0.00,37480.00,33689.00,90.00,84222.00,0.00,0.00,33001.00,688.00,0.00,0.00,14.00,0.00,8.00,109.00,0.00,0.00,0.00,0.00,25.73,1.58,0.00,1.60,0.00,71.09,100.00,0.00,1374933.00,197520.00,149205.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,211947.00,3005153.00,1315395.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.20,41077.00,35041.00,33858.00,673.00,2.63,5915.00,12.07,5555.00,21.91,32670.00,205.19,214.00,13.00,2.50,1.10,No,1371218.00,93.00,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.00,68.00,93.00,93.00,0.00,0.00,0.00,0.00,0.00,32.00,85.00,85.00,0.00,0.00,1320481.00,101835.00,13.00,43731.00,124017.00,1. Full Service – Contracted,724898.00,24.00
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV505,BETHLEM ROYAL HOSPITAL,4. Mental Health (including Specialist services),8. Leased from commercial organisation - lease greater than 99 years,BR3  3BX,221744.00,1711000.00,283000.00,0.00,0.00,640922.00,0.00,0.00,44728.00,41530.00,93.00,103825.00,0.00,0.00,40314.00,1216.00,0.00,0.00,0.00,0.00,134.00,238.00,0.00,0.00,24.46,9.83,4.15,0.00,5.72,5.51,0.69,49.64,100.00,41063.00,474529.00,733202.00,627728.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,512219.00,4387679.00,11608426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.32,59497.00,51984.00,59646.00,0.00,0.00,11240.00,20.45,11824.00,77.35,35737.00,213.76,477.00,19.00,0.00,0.00,No,2324651.00,132.00,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.00,87.00,93.00,93.00,0.00,0.00,0.00,0.00,0.00,13.00,85.00,85.00,0.00,0.00,1983082.00,149867.00,13.00,77049.00,213222.00,1. Full Service – Contracted,724898.00,24.00
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV509,"LADYWELL UNIT, LEWISHAM HOSPITAL",4. Mental Health (including Specialist services),4. SLA/lease from NHS,SE13 6LH,862052.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,8098.00,7525.00,93.00,18812.00,0.00,0.00,7514.00,11.00,0.00,0.00,0.00,0.00,0.00,113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,15.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV52C,WOODLAND HOUSE,4. Mental Health (including Specialist services),1. Freehold,TN12 0LB,79373.00,22747.00,0.00,0.00,0.00,0.00,0.00,0.00,2968.00,2704.00,91.00,6760.00,0.00,0.00,2665.00,39.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37659.00,245430.00,368272.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3246.00,120.00,1429.00,0.00,0.00,293.00,484.00,691.00,7.88,2113.00,15.60,42.00,0.00,0.00,0.00,No,221293.00,9.00,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.00,93.00,93.00,93.00,0.00,0.00,0.00,0.00,0.00,7.00,85.00,85.00,0.00,0.00,121822.00,8760.00,14.00,2988.00,7956.00,1. Full Service – Contracted,0.00,0.00
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV581,1-5 HEATHER CLOSE,4. Mental Health (including Specialist services),1. Freehold,SE13 6UG,12500.00,14853.00,0.00,0.00,0.00,0.00,0.00,0.00,1785.00,1666.00,93.00,4165.00,0.00,0.00,1649.00,17.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,1552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21833.00,68883.00,367034.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3956.00,3596.00,2137.00,1583.00,1.71,3201.00,0.22,0.00,0.00,3792.00,23.08,20.00,0.00,0.00,0.00,No,74524.00,9.00,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.00,96.00,93.00,93.00,0.00,0.00,0.00,0.00,0.00,4.00,85.00,85.00,0.00,0.00,120430.00,7300.00,16.00,0.00,0.00,0. No Service,0.00,0.00
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV5A3,"ANN MOSS DOMUS, 1 ANN MOSS WAY",4. Mental Health (including Specialist services),1. Freehold,SE16 2TL,47383.00,8822.00,0.00,0.00,0.00,0.00,0.00,0.00,687.00,650.00,95.00,1625.00,0.00,0.00,644.00,6.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,1035.00,569.00,8383.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12482.00,65391.00,168239.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2709.00,2075.00,2013.00,0.00,0.00,1350.00,3.51,779.00,8.10,1146.00,10.40,6.00,0.00,0.00,0.00,No,0.00,0.00,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.00,100.00,93.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61605.00,5840.00,11.00,7580.00,21485.00,1. Full Service – Contracted,0.00,0.00
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV5C5,GREENVALE NURSING HOME,4. Mental Health (including Specialist services),1. Freehold,SW16 3BS,10409.00,8713.00,0.00,0.00,0.00,0.00,0.00,0.00,1656.00,1563.00,94.00,3907.00,0.00,0.00,1563.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,310.00,0.00,0.00,932.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26471.00,105297.00,526263.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4281.00,3194.00,3335.00,0.00,0.00,3010.00,7.52,696.00,4.96,2336.00,21.30,11.00,1.00,0.00,0.00,No,265359.00,6.00,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,0.00,100.00,93.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111660.00,10585.00,11.00,9049.00,27708.00,1. Full Service – Contracted,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,,HU10 6ED,2519515.00,357882.00,55549.00,0.00,464099.00,163713.00,0.00,0.00,31114.00,28384.00,97.63,80074.00,14.75,0.00,11627.00,16445.00,1.25,1.00,3.63,3.63,0.00,0.00,0.00,0.00,16.67,14.80,11.77,3.40,10.53,6.00,1.40,35.43,100.00,128200.00,1473450.00,62250.00,982050.00,10800.00,0.00,1590850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308689.00,1664651.00,6150238.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.48,20817.00,23565.00,15827.00,142.00,0.56,545.00,1.68,7155.00,30.71,20016.00,70.92,956.00,58.00,0.00,0.00,None,498338.00,15.68,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,4932.00,7643.00,1. Full Service – Contracted,227295.00,8.64
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV913,WITHERNSEA HOSPITAL,7. Community hospital (with inpatient beds),4. SLA/lease from NHS,HU19 2QB,219499.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,1479.00,1479.00,100.00,3198.00,1.20,0.00,1096.00,196.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,42.00,4.00,0.00,0.00,None,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV915,TOWNEND COURT,5. Learning Disabilities,1. Freehold,HU6  8QG,257458.00,35366.00,899.00,0.00,960.00,3304.00,0.00,0.00,2002.00,2002.00,100.00,4215.00,0.30,0.00,1633.00,369.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,66.60,0.00,33.40,0.00,0.00,0.00,0.00,0.00,100.00,0.00,10000.00,0.00,40000.00,0.00,0.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39540.00,207994.00,1034842.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1878.00,2157.00,1437.00,0.00,0.00,0.00,0.00,805.00,4.19,2791.00,20.22,43.00,4.00,0.00,0.00,None,124749.00,3.20,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,124749.00,100.00,90.00,99.30,0.00,0.00,75.00,100.00,0.00,0.00,88296.00,18084.00,4.88,8582.00,9960.00,1. Full Service – Contracted,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV91W,WHITBY COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),4. SLA/lease from NHS,YO21 1EE,1032967.00,53408.00,0.00,0.00,0.00,0.00,0.00,0.00,6505.00,6505.00,100.00,16262.00,0.65,0.00,6505.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,2319.00,7.68,13662.00,42.06,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,280842.00,9.24,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,280842.00,100.00,95.00,98.23,0.00,0.00,0.00,0.00,0.00,0.00,218516.00,22890.00,9.55,15481.00,71429.00,1. Full Service – Contracted,130186.00,4.57
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV928,MCMILLAN WARD - BRIDLINGTON & DISTRICT HOSPITAL,7. Community hospital (with inpatient beds),4. SLA/lease from NHS,YO16 4QP,264099.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,774.00,774.00,100.00,2066.00,0.08,0.00,682.00,92.00,1.50,1.69,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,16.00,1.00,1.15,1.15,None,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV933,WESTLANDS,4. Mental Health (including Specialist services),1. Freehold,HU3  5QE,115716.00,28529.00,1464.00,0.00,28197.00,749.00,0.00,0.00,1305.00,1305.00,100.00,3254.00,0.31,0.00,1110.00,195.00,0.60,0.37,0.00,0.00,3.00,15.00,0.00,0.00,5.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,19000.00,39400.00,800.00,32500.00,0.00,0.00,58400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21044.00,133359.00,360811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.11,2259.00,2594.00,1742.00,0.00,0.00,20.00,0.06,279.00,1.54,964.00,8.71,42.00,2.00,0.00,0.00,None,50040.00,1.68,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,50040.00,100.00,90.00,97.85,0.00,0.00,0.00,0.00,0.00,0.00,77229.00,19956.00,3.87,5367.00,8376.00,1. Full Service – Contracted,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV934,NEWBRIDGES,4. Mental Health (including Specialist services),1. Freehold,HU9  2BH,97119.00,25967.00,941.00,0.00,24658.00,1184.00,0.00,0.00,1269.00,1269.00,100.00,3145.00,0.33,0.00,1116.00,153.00,0.00,0.00,0.00,0.00,6.00,12.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,12900.00,34300.00,3300.00,17000.00,0.00,0.00,47200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16794.00,90333.00,379534.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1918.00,2205.00,1473.00,0.00,0.00,0.00,0.00,276.00,0.98,1433.00,11.60,29.00,2.00,0.00,0.00,None,44459.00,1.33,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,44459.00,100.00,90.00,90.48,0.00,0.00,0.00,0.00,0.00,0.00,93062.00,21207.00,4.39,3233.00,5976.00,1. Full Service – Contracted,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV936,HUMBER CENTRE FORENSIC UNIT,4. Mental Health (including Specialist services),1. Freehold,HU10 6ED,81331.00,29573.00,2396.00,0.00,25034.00,1420.00,0.00,0.00,6546.00,6546.00,100.00,15929.00,3.00,0.00,4710.00,1836.00,1.80,0.82,2.50,2.50,29.00,30.00,0.00,0.00,55.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,77500.00,101500.00,0.00,133000.00,0.00,0.00,179000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83259.00,608397.00,1554628.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,1.98,4821.00,5578.00,3743.00,18.00,0.07,31.00,0.10,1041.00,5.30,4583.00,38.76,46.00,1.00,0.00,0.00,None,271811.00,6.08,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,271811.00,100.00,90.00,99.52,0.00,0.00,75.00,99.56,0.00,0.00,288304.00,57606.00,5.00,9237.00,21000.00,1. Full Service – Contracted,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV938,MAISTER LODGE,4. Mental Health (including Specialist services),1. Freehold,HU8  0RB,69441.00,27435.00,2566.00,0.00,35064.00,1083.00,0.00,0.00,1159.00,1159.00,100.00,2487.00,0.41,0.00,864.00,295.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,7000.00,2000.00,38200.00,0.00,0.00,7000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19797.00,86339.00,453107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2528.00,2902.00,1953.00,13.00,0.05,0.00,0.00,268.00,0.72,1840.00,9.30,41.00,2.00,0.00,0.00,None,53320.00,1.68,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,53320.00,100.00,90.00,92.16,0.00,0.00,75.00,91.73,0.00,0.00,69346.00,13182.00,5.26,10890.00,16440.00,1. Full Service – Contracted,0.00,0.00
