Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leasehold Type,Post Code,Estates and facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Retail sales area (m²),Income from areas leased out for retail sales (£),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Water cost (£),Sewerage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (select),Cleaning service cost (£),Cleaning staff (WTE),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Unserved meals: Starters (Kg),Unserved meals: Mains (Kg),Unserved meals: Desserts (Kg),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Onsite laundry that could provide services to other organisations (Select),Portering service cost (£),Portering staff (WTE)
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RAE05,ST. LUKE'S HOSPITAL,3. Mixed service hospital,1. Freehold,,BD5 0NA,2360727.00,Not Applicable,1516600.00,91836.00,888064.00,197570.00,635511.00,41727.00,41553.00,99.50,94396.00,8.00,0.00,14709.00,26843.00,0.00,0.00,0.00,3272.00,0.00,524.00,5517.00,0.00,0.00,210.00,20600.00,5.95,16.35,0.42,0.00,2.00,5.00,0.00,0.00,433796.00,2783333.00,3470980.00,1.00,310000.00,74.00,5435433.00,2137755.00,1858918.00,0.00,0.00,644939.00,1609789.00,9176860.00,330274.00,0.00,0.00,0.00,0.00,0.00,0.00,43260.00,35683.00,42584.00,27995.00,19213.00,62.00,4715.00,13.00,9526.00,67.00,6492.00,25.00,480720.00,777.00,35.00,0.00,1.17,0.19,No,725066.00,25.47,301450.00,62025.00,14.58,6.40,91.50,19.50,129021.00,452515.00,1. Full Service – Contracted,No,267237.00,9.20
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RAE3A,WESTWOOD PARK,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,BD6  3NL,429277.00,0.00,0.00,0.00,0.00,0.00,0.00,1046.00,1046.00,100.00,2824.00,Not Applicable,Not Applicable,1046.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2668.00,7.00,65.00,0.17,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,127816.00,22772.00,15.60,0.00,26.60,6.60,9507.00,36909.00,1. Full Service – Contracted,No,Not Applicable,Not Applicable
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RAE5H,WESTBOURNE GREEN COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),9. Leased from commercial organisation - lease less than 99 years,3. Leased and part serviced,BD8 8RA,484316.00,0.00,0.00,0.00,0.00,0.00,0.00,1046.00,1046.00,100.00,2824.00,Not Applicable,Not Applicable,1046.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,125410.00,24115.00,16.84,1.30,13.80,2.10,6115.00,23738.00,1. Full Service – Contracted,No,Not Applicable,Not Applicable
RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RAJ01,SOUTHEND HOSPITAL,1. General acute hospital,1. Freehold,,SS0  0RY,10277326.00,Not Applicable,2986215.00,34188.00,3929143.00,161726.00,3837967.00,95832.00,93916.00,93.00,207280.00,6.81,0.00,58758.00,31762.00,0.00,1545.00,554.00,1716.00,1660.00,555.00,2144.00,1100.00,4791.00,375.00,78209.00,18.00,9.00,3.00,0.00,78.00,63.00,6.00,2027261.00,4273050.00,8672620.00,286600.00,1.00,1200000.00,87.00,2791.00,1242.00,1192.00,0.00,0.00,2159518.00,10941834.00,21726521.00,520015.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235271.00,253458.00,184097.00,0.00,0.00,0.00,0.00,4200.00,167.55,334716.00,1257.80,-1370146.00,1758.00,69.00,4.00,1.03,0.08,Yes,3671390.00,131.86,2242364.00,613726.00,10.24,0.90,35.99,1.55,931946.00,3076922.00,1. Full Service – Contracted,No,1479934.00,52.44
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,AGGRE,AGGREGATE SITE,Aggregate Site,,,NW3 2QG,2368005.00,0.00,0.00,0.00,0.00,0.00,0.00,24121.00,24121.00,31.47,62715.00,0.00,0.00,24121.00,0.00,1424.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RAL01,ROYAL FREE HOSPITAL,1. General acute hospital,1. Freehold,,NW3  2QG,37385670.00,Not Applicable,5641985.00,40563.00,3905941.00,660556.00,5301204.00,130009.00,129218.00,100.00,310123.00,5.47,0.00,81433.00,47384.00,4085.00,6411.00,280.00,629.00,690.00,1030.00,626.00,1837.00,58.00,401.00,331438.00,6.00,0.00,0.00,1.00,215.00,0.00,0.00,7800000.00,17800000.00,11450000.00,9630000.00,1.00,4500000.00,55.00,82391338.00,26405377.00,27934494.00,565400.00,7745400.00,5527760.00,14702311.00,114568269.00,12225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,359148.00,205839.00,257019.00,307517.00,928.21,68394.00,98.46,8491.00,78.74,140633.00,956.17,-738486.00,237.00,12.00,0.00,1.00,0.36,Yes,6510823.00,198.97,2518349.00,604761.00,12.48,0.00,0.00,0.00,828700.00,2819322.00,1. Full Service – Contracted,No,1615506.00,48.92
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RAL26,BARNET GENERAL HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,EN5  3DJ,12561316.00,Not Applicable,4572424.00,0.00,2082541.00,220384.00,2695964.00,55465.00,54574.00,100.00,130977.00,10.90,0.00,32303.00,22271.00,0.00,816.00,530.00,359.00,0.00,633.00,1334.00,470.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,43.00,40.00,1.00,256800.00,786700.00,1550200.00,2862000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1770339.00,11669888.00,15056061.00,60137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107671.00,61710.00,105428.00,147845.00,746.00,26879.00,41.00,26018.00,172.00,0.00,0.00,-887962.00,640.00,34.00,0.00,1.00,0.18,Yes,3266438.00,117.00,2916072.00,422376.00,19.44,0.00,0.00,0.00,750490.00,2032237.00,1. Full Service – Contracted,No,1278338.00,44.00
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RALC7,CHASE FARM HOSPITAL,1. General acute hospital,1. Freehold,,EN2 8JL,6428820.00,Not Applicable,1683900.00,55853.00,714074.00,364580.00,1637843.00,32638.00,29254.00,100.00,70209.00,9.10,0.00,15719.00,13534.00,0.00,750.00,180.00,228.00,16.00,0.00,377.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,4.00,2.00,18.00,0.00,642000.00,1967000.00,3880000.00,7160000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2002466.00,9148835.00,549435.00,14209565.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118919.00,79280.00,107731.00,43365.00,39.47,10998.00,14.34,11456.00,12.67,32925.00,92.57,-410488.00,640.00,34.00,0.00,1.00,0.18,Yes,1910164.00,51.00,193121.00,93660.00,10.00,0.00,0.00,0.00,188645.00,429257.00,1. Full Service – Contracted,No,1038483.00,34.00
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RALRA,EDGEWARE COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,2. Leased and fully serviced by the landlord,HA8  0AD,3485954.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,7252.00,7252.00,0.00,18855.00,Not Applicable,Not Applicable,7252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,13.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,96.00,17.00,0.00,1.00,2.00,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - SPECIALIST,AGGRE,AGGREGATE SITE,Aggregate Site,,,HA7 4LP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1757.00,1757.00,100.00,5450.00,0.00,0.00,1243.00,514.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76690.00,505394.00,144910.00,0.00,0.00,0.00,49020.00,0.00,0.00,0.00,0.00,1476.00,0.00,685.00,3113.00,5.76,221.00,0.33,903.00,1.68,336.00,0.31,0.00,9.00,0.00,0.00,0.00,0.00,None,89500.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,24800.00,1.00
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - SPECIALIST,RAN01,THE ROYAL NATIONAL ORTHOPAEDIC HOSPITAL (STANMORE),2. Specialist hospital (acute only),1. Freehold,,HA7  4LP,6065947.00,Not Applicable,1744840.00,69873.00,1008042.00,144233.00,1866283.00,47047.00,44098.00,94.00,141141.00,43.30,19.00,25621.00,18477.00,781.00,634.00,450.00,0.00,81.00,356.00,4772.00,716.00,4140.00,0.00,0.00,73.00,36.00,5.00,9.00,19.00,23.00,1.00,183000.00,5784658.00,19657951.00,1613936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1332709.00,7075952.00,18823325.00,57563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68136.00,72227.00,72478.00,10025.00,39.53,34593.00,173.22,18793.00,101.60,42755.00,127.33,0.00,1034.00,93.00,0.00,0.00,0.00,No,1196700.00,44.00,1066430.00,153048.00,11.03,0.00,0.00,0.00,214969.00,754565.00,1. Full Service – Contracted,No,1023180.00,43.00
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - SMALL,RAPNM,NORTH MIDDLESEX HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,N18  1QX,16718867.00,Not Applicable,4952500.00,53000.00,1417674.00,1272494.00,4306054.00,77265.00,77265.00,100.00,180361.00,8.30,0.00,51310.00,25955.00,0.00,620.00,0.00,884.00,228.00,402.00,2726.00,766.00,0.00,0.00,0.00,4.10,1.70,0.00,0.00,180.00,10.00,8.00,1216524.00,4235091.00,2242285.00,345991.00,1.00,50000.00,90.00,44850.00,40500.00,25000.00,0.00,0.00,2373615.00,14236188.00,19196333.00,103200.00,0.00,0.00,0.00,0.00,0.00,0.00,56944.00,164774.00,129465.00,142783.00,97923.00,492.00,33993.00,58.00,44260.00,231.00,199311.00,576.00,-807875.00,791.00,29.00,2.00,1.33,0.08,No,3373004.00,101.30,1940855.00,488484.00,11.92,3.35,50.30,13.41,677140.00,2018160.00,1. Full Service – Contracted,No,1501879.00,62.00
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RAS01,THE HILLINGDON HOSPITAL,1. General acute hospital,1. Freehold,,UB8  3NN,4576123.00,Not Applicable,4223615.00,23633.00,915452.00,38029.00,2080287.00,66733.00,66261.00,99.00,132674.00,10.11,0.00,46449.00,19655.00,0.00,1041.00,94.00,411.00,0.00,366.00,3435.00,376.00,0.00,156.00,186439.00,83.00,31.00,2.00,4.00,65.00,48.00,2.00,49622400.00,30078200.00,3707337.00,468713.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1138527.00,10168397.00,4807014.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86937.00,99803.00,149961.00,14245.00,532.00,0.00,549.00,24715.00,323.00,0.00,0.00,212493.00,924.00,45.00,5.00,1.50,0.13,Yes,3092170.00,123.62,2123631.00,505890.00,12.59,145.00,154.00,97.00,682873.00,1942301.00,1. Full Service – Contracted,No,1007687.00,37.15
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RAS02,MOUNT VERNON HOSPITAL,1. General acute hospital,1. Freehold,,HA6  2RN,5160751.00,Not Applicable,1433758.00,22800.00,0.00,25352.00,132062.00,17654.00,15690.00,89.00,30741.00,24.50,11.50,9414.00,6276.00,0.00,0.00,81.00,419.00,0.00,46.00,0.00,1404.00,4376.00,0.00,0.00,60.00,14.00,8.00,19.00,3.00,5.00,0.00,3651040.00,15588540.00,4314879.00,1616879.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429104.00,2773147.00,6547221.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68982.00,137145.00,65723.00,9496.00,65.00,0.00,109.00,15926.00,185.00,0.00,0.00,18876.00,757.00,43.00,0.00,1.50,0.13,Yes,679586.00,29.07,634331.00,151110.00,12.59,43.00,46.00,29.00,84409.00,299913.00,1. Full Service – Contracted,No,263653.00,14.30
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,,,IG3 8XJ,13250278.00,0.00,100119.00,87782.00,456739.00,0.00,0.00,95360.00,84126.00,100.00,1489.00,3.05,0.02,3664.00,2784.00,0.00,0.00,0.00,0.00,0.00,0.00,1813.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,392174.00,93535.00,5688723.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54070.00,60906.00,30358.00,43701.00,219.98,0.00,0.00,14109.00,99.54,44313.00,62.46,0.00,1499.00,105.00,2.00,0.00,0.00,No,1795676.00,82.21,939694.00,261615.00,14.22,0.00,0.00,0.00,156884.00,307268.00,1. Full Service – Contracted,No,144518.00,6.00
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RATAF,MAYFIELD CENTRE,7. Community hospital (with inpatient beds),4. SLA/lease from NHS,2. Leased and fully serviced by the landlord,RM16 2PX,934792.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1032.00,1032.00,100.00,94.00,Not Applicable,Not Applicable,814.00,218.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RATGD,GRAY'S COURT COMMUNITY HOSPITAL,2. Specialist hospital (acute only),5. SLA/lease from public sector,1. Leased and fully serviced by the Trust,RM10 9SR,292772.00,0.00,24261.00,2473.00,0.00,0.00,2717.00,3065.00,3065.00,100.00,8275.00,Not Applicable,Not Applicable,120.00,2945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25102.00,194728.00,10412.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8276.00,3817.00,4012.00,3366.00,13.52,0.00,0.00,1418.00,4.39,3017.00,5191.00,0.00,2.00,2.00,0.00,0.00,0.00,No,539809.00,8.00,54771.00,20227.00,4.74,0.00,0.00,0.00,15887.00,39698.00,1. Full Service – Contracted,No,0.00,0.00
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RATGM,GOODMAYES HOSPITAL,3. Mixed service hospital,1. Freehold,,IG3  8XJ,150596.00,Not Applicable,248129.00,48308.00,0.00,0.00,54270.00,12211.00,12211.00,100.00,45217.00,1.18,0.00,10008.00,2203.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,6.00,50.00,17.00,140.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154604.00,972539.00,2461317.00,412.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17714.00,27707.00,9749.00,30405.00,170.44,0.00,0.00,8802.00,35.34,1138.00,29.19,0.00,268.00,14.00,0.00,0.00,0.00,No,549276.00,27.00,562742.00,178900.00,4.74,0.00,0.00,0.00,39061.00,97594.00,1. Full Service – Contracted,No,144518.00,6.00
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RATKG,KING GEORGE HOSPITAL,1. General acute hospital,4. SLA/lease from NHS,3. Leased and part serviced,IG3 8YB,1057725.00,0.00,7164.00,0.00,0.00,0.00,35.00,1644.00,1644.00,100.00,1735.00,Not Applicable,Not Applicable,1332.00,312.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4786367.00,1148422.00,3637945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RATRK,BROOKSIDE,4. Mental Health (including Specialist services),1. Freehold,,IG3  8XQ,38923.00,Not Applicable,41826.00,2879.00,0.00,0.00,305.00,1994.00,1994.00,0.00,0.00,0.00,0.00,1534.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24840.00,142664.00,420974.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3100.00,12.36,0.00,0.00,356.00,3.31,562.00,0.45,0.00,20.00,0.00,0.00,0.00,0.00,No,299175.00,6.00,48327.00,11442.00,4.74,0.00,0.00,0.00,2325.00,5802.00,1. Full Service – Contracted,No,0.00,0.00
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RATRM,BRENTWOOD COMMUNITY HOSPITAL,3. Mixed service hospital,7. Leased from NHS Property Services,1. Leased and fully serviced by the Trust,CM15 8DR,1523791.00,0.00,0.00,0.00,0.00,0.00,1059.00,8260.00,4311.00,0.00,0.00,Not Applicable,Not Applicable,2117.00,790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RATWD,WOODBURY UNIT,4. Mental Health (including Specialist services),4. SLA/lease from NHS,1. Leased and fully serviced by the Trust,E11  1NU,360076.00,0.00,57993.00,2791.00,0.00,0.00,720.00,1824.00,1824.00,100.00,2554.00,Not Applicable,Not Applicable,821.00,1003.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,21.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27191.00,162003.00,455889.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2958.00,2297.00,2570.00,4395.00,20.22,0.00,0.00,726.00,3.82,5948.00,20.41,0.00,15.00,1.00,0.00,0.00,0.00,No,463632.00,10.50,6768.00,22891.00,4.74,0.00,0.00,0.00,13866.00,3683.00,1. Full Service – Contracted,No,0.00,0.00
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RATZZ,AINSLIE REHABILITATION UNIT,3. Mixed service hospital,7. Leased from NHS Property Services,3. Leased and part serviced,E4 6UU,341006.00,0.00,33509.00,380.00,0.00,0.00,504.00,1933.00,1933.00,0.00,4638.00,Not Applicable,Not Applicable,1273.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17632.00,129690.00,103423.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2971.00,2122.00,2547.00,5588.00,26.30,0.00,0.00,356.00,1.97,5172.00,21.78,0.00,17.00,4.00,0.00,0.00,0.00,No,729065.00,10.00,103098.00,25548.00,4.74,0.00,0.00,0.00,24952.00,64113.00,1. Full Service – Contracted,No,0.00,0.00
